minutes_to_metro,number_of_rooms,area,living_area,kitchen_area,floor,number_of_floors,distance_to_centre,type_secondary,price
13.0,3.0,57.0,37.6,6.0,6.0,9,15.84,1,16200000.0
27.0,3.0,60.4,32.7,6.7,11.0,12,12.81,1,17990000.0
9.0,3.0,57.9,38.8,6.0,5.0,9,12.66,1,13650000.0
8.0,3.0,86.0,53.0,10.0,7.0,7,5.48,1,30900000.0
12.0,3.0,96.0,80.0,10.0,5.0,11,2.72,1,125000000.0
14.0,3.0,88.2,51.0,12.4,3.0,17,12.64,1,26500000.0
18.0,3.0,60.2,30.0,8.1,5.0,9,13.67,1,16900000.0
7.0,3.0,139.0,72.4,25.0,4.0,5,0.15,1,283556160.0
6.0,3.0,152.5,79.2,19.0,3.0,6,2.14,1,205875000.0
15.0,3.0,100.0,52.7,25.0,15.0,21,3.46,1,119500000.0
8.0,3.0,85.0,64.0,11.3,29.0,29,11.06,1,32000000.0
2.0,3.0,87.5,75.0,7.5,7.0,8,0.15,1,79900000.0
23.0,3.0,80.0,52.0,10.0,3.0,8,9.24,1,16750000.0
16.0,3.0,63.6,43.3,9.4,10.0,14,7.98,1,25500000.0
19.0,3.0,61.0,38.0,6.0,7.0,12,15.84,1,18700000.0
22.0,3.0,77.2,51.2,8.6,1.0,14,12.08,1,17500000.0
21.0,3.0,60.0,45.0,6.0,4.0,9,13.36,1,12300000.0
12.0,3.0,57.9,43.1,6.0,8.0,9,7.65,1,16000000.0
17.0,3.0,86.6,62.7,8.6,1.0,8,7.48,1,23500000.0
18.0,3.0,59.1,32.0,6.1,4.0,9,13.36,1,11200000.0
15.0,3.0,60.0,38.5,8.3,4.0,9,12.66,1,14950000.0
10.0,3.0,97.0,43.1,22.6,15.0,19,5.15,1,54500000.0
18.0,3.0,86.4,56.0,14.0,25.0,28,6.55,1,31900000.0
18.0,3.0,49.1,33.7,6.0,6.0,9,12.83,1,12400000.0
8.0,3.0,72.6,50.0,7.0,3.0,5,4.15,1,23500000.0
12.0,3.0,126.6,38.0,55.0,6.0,24,3.06,1,99000000.0
4.0,3.0,149.3,84.0,17.0,8.0,9,1.98,1,139000000.0
14.0,3.0,58.3,44.0,5.9,9.0,9,13.36,1,11600000.0
17.0,3.0,81.6,33.7,28.8,13.0,9,2.97,1,45000000.0
20.0,3.0,58.9,43.2,6.0,9.0,9,11.46,1,14700000.0
6.0,3.0,56.2,35.0,11.0,4.0,20,6.55,1,32000000.0
12.0,3.0,57.0,31.0,13.8,11.0,25,17.35,1,21699000.0
10.0,3.0,62.0,33.5,8.7,12.0,14,12.81,1,17000000.0
6.0,3.0,57.0,31.0,5.7,5.0,9,17.35,1,13700000.0
10.0,3.0,141.0,73.4,18.3,4.0,6,0.94,1,94000000.0
4.0,3.0,74.1,39.6,10.0,25.0,32,5.0,1,24499000.0
9.0,3.0,62.7,44.7,6.1,1.0,12,17.79,1,13900000.0
26.0,3.0,66.0,35.5,8.5,16.0,16,12.08,1,15500000.0
8.0,3.0,78.8,54.8,8.5,2.0,7,5.15,1,27000000.0
8.0,3.0,210.0,100.0,40.0,7.0,7,2.32,1,65000000.0
4.0,3.0,107.7,81.5,10.1,3.0,5,2.8,1,45000000.0
27.0,3.0,79.0,46.0,9.0,12.0,12,12.66,1,19990000.0
12.0,3.0,109.7,63.0,15.0,3.0,20,17.03,1,28500000.0
17.0,3.0,78.6,41.1,11.8,8.0,14,12.64,1,25500000.0
13.0,3.0,78.3,45.8,10.2,13.0,17,12.64,1,27500000.0
4.0,3.0,70.0,47.5,10.0,4.0,5,6.55,1,24000000.0
21.0,3.0,51.8,34.8,6.2,2.0,9,17.51,1,15300000.0
5.0,3.0,67.0,42.0,9.0,6.0,16,14.73,1,22500000.0
6.0,3.0,71.0,40.0,29.0,16.0,25,19.4,1,19999990.0
13.0,3.0,140.0,75.0,30.0,5.0,7,0.8,1,105000000.0
8.0,3.0,80.0,50.0,10.0,4.0,5,5.91,1,26500000.0
18.0,3.0,62.3,39.1,8.1,5.0,9,13.67,1,17300000.0
10.0,3.0,64.5,46.3,7.8,16.0,16,17.79,1,16000000.0
2.0,3.0,73.0,47.0,10.0,4.0,8,6.22,1,21000000.0
17.0,3.0,81.3,43.2,10.0,13.0,9,2.97,1,44500000.0
13.0,3.0,76.0,42.2,15.0,17.0,17,14.15,1,17490000.0
19.0,3.0,68.3,43.1,11.9,9.0,12,12.42,1,15900000.0
12.0,3.0,94.0,66.0,17.0,7.0,28,7.62,1,55000000.0
19.0,3.0,64.0,50.0,9.5,2.0,12,12.42,1,18500000.0
14.0,3.0,74.0,43.0,12.0,10.0,17,12.83,1,19000000.0
20.0,3.0,55.6,36.5,6.0,5.0,9,14.16,1,12400000.0
33.0,3.0,79.7,50.1,8.4,6.0,8,4.8,1,32000000.0
17.0,3.0,106.4,61.0,15.0,12.0,26,7.98,1,48750000.0
13.0,3.0,75.1,45.5,11.0,17.0,17,11.46,1,22500000.0
12.0,3.0,62.7,33.8,6.4,1.0,12,17.35,1,13800000.0
4.0,3.0,64.0,41.0,8.7,5.0,9,3.06,1,32000000.0
8.0,3.0,59.6,37.1,8.0,2.0,9,12.66,1,14650000.0
20.0,3.0,87.0,70.0,11.0,6.0,14,12.83,1,33000000.0
9.0,3.0,100.0,70.0,20.0,15.0,22,8.56,1,42700000.0
26.0,3.0,59.0,47.0,6.0,5.0,9,12.81,1,13700000.0
15.0,3.0,83.3,57.0,9.0,7.0,9,5.62,1,35000000.0
10.0,3.0,79.1,48.0,18.0,8.0,12,5.15,1,39000000.0
8.0,3.0,84.0,44.6,13.6,8.0,6,5.15,1,35000000.0
9.0,3.0,75.0,40.1,10.0,15.0,16,5.15,1,46000000.0
5.0,3.0,108.0,68.0,11.0,3.0,9,4.21,1,39500000.0
3.0,3.0,121.0,63.3,16.7,7.0,22,1.69,1,145961250.0
6.0,3.0,58.2,49.0,5.9,6.0,9,11.06,1,16300000.0
9.0,3.0,71.1,48.0,8.6,3.0,7,5.48,1,18500000.0
29.0,3.0,56.0,40.0,6.0,4.0,9,12.16,1,12800000.0
15.0,3.0,83.3,57.0,9.0,7.0,9,5.62,1,34990000.0
8.0,3.0,71.0,49.0,8.0,5.0,9,4.21,1,22400000.0
9.0,3.0,74.0,45.8,10.2,2.0,16,17.63,1,16800000.0
11.0,3.0,63.1,42.0,8.0,5.0,5,7.14,1,22900000.0
6.0,3.0,63.0,42.5,6.6,6.0,12,17.63,1,16499999.0
11.0,3.0,180.0,60.0,20.0,7.0,10,3.46,1,117000000.0
15.0,3.0,119.2,62.4,16.5,2.0,11,3.93,1,115000000.0
21.0,3.0,84.0,64.0,9.0,18.0,18,13.2,1,32000000.0
25.0,3.0,66.0,35.5,8.0,9.0,16,12.83,1,19497000.0
5.0,3.0,90.2,47.7,14.1,8.0,9,8.82,1,37600000.0
29.0,3.0,59.1,32.0,6.0,4.0,9,12.42,1,12000000.0
29.0,3.0,149.0,93.9,18.0,10.0,53,8.35,1,97850000.0
3.0,3.0,66.2,51.0,8.0,10.0,10,5.62,1,28000000.0
7.0,3.0,72.0,43.2,7.9,7.0,14,21.07,1,15000000.0
11.0,3.0,99.1,51.0,18.2,6.0,19,5.88,1,43500000.0
8.0,3.0,54.6,37.3,5.5,3.0,5,4.12,1,18500000.0
19.0,3.0,77.0,41.1,9.0,1.0,8,11.33,1,18900000.0
27.0,3.0,59.8,38.0,6.2,7.0,9,12.83,1,12500000.0
16.0,3.0,65.3,43.0,7.2,2.0,9,12.83,1,14000000.0
29.0,3.0,138.0,86.9,16.0,10.0,53,8.35,1,87550000.0
30.0,3.0,51.2,34.5,6.9,1.0,9,12.81,1,13000000.0
5.0,3.0,173.7,120.0,20.0,8.0,10,3.06,1,125000000.0
21.0,3.0,74.5,40.2,10.9,17.0,17,13.44,1,19000000.0
28.0,3.0,97.0,50.6,9.3,6.0,11,15.44,1,20400000.0
25.0,3.0,55.0,35.0,6.0,4.0,5,13.99,1,16000000.0
7.0,3.0,59.7,44.4,9.0,7.0,9,13.67,1,18150000.0
19.0,3.0,80.0,55.0,10.0,8.0,8,11.08,1,27600000.0
8.0,3.0,64.5,44.0,9.0,10.0,16,2.97,1,27500000.0
8.0,3.0,71.0,49.0,8.0,5.0,9,4.21,1,22390000.0
15.0,3.0,74.0,45.0,9.1,3.0,17,13.73,1,18600000.0
10.0,3.0,61.0,33.0,11.7,1.0,6,3.43,1,25000000.0
21.0,3.0,64.7,46.4,8.1,11.0,16,15.44,1,16000000.0
18.0,3.0,72.0,50.0,8.0,1.0,5,7.65,1,15000000.0
11.0,3.0,61.0,45.2,11.2,1.0,12,4.22,1,18990000.0
21.0,3.0,48.8,33.7,6.1,4.0,9,15.61,1,11990000.0
12.0,3.0,61.3,43.0,6.7,4.0,9,12.83,1,13150000.0
12.0,3.0,78.0,50.0,12.0,3.0,5,3.46,1,21000000.0
12.0,3.0,63.4,34.2,11.9,8.0,36,12.27,1,23700000.0
18.0,3.0,74.8,46.0,10.2,6.0,17,13.2,1,24200000.0
3.0,3.0,53.3,29.1,36.3,11.0,16,11.46,1,15500000.0
9.0,3.0,150.0,78.0,60.0,6.0,8,0.15,1,220000000.0
18.0,3.0,78.9,53.3,9.2,4.0,5,9.25,1,27500000.0
18.0,3.0,64.1,43.4,7.7,2.0,46,2.97,1,30000000.0
7.0,3.0,103.0,56.0,14.0,5.0,9,0.94,1,89200000.0
22.0,3.0,50.0,36.0,6.0,9.0,9,12.83,1,13000000.0
16.0,3.0,86.4,58.0,13.0,10.0,21,6.55,1,37000000.0
13.0,3.0,76.5,44.7,11.0,17.0,17,14.15,1,17500000.0
16.0,3.0,78.2,46.2,10.1,8.0,17,13.2,1,22000000.0
6.0,3.0,61.8,37.0,17.0,6.0,42,6.55,1,31500000.0
6.0,3.0,171.0,110.0,30.0,11.0,12,2.56,1,91000000.0
12.0,3.0,80.0,53.9,9.0,3.0,10,5.0,1,24500000.0
23.0,3.0,80.0,52.3,9.0,3.0,5,7.65,1,19300000.0
16.0,3.0,80.0,44.2,10.1,2.0,22,13.73,1,23000000.0
5.0,3.0,74.0,45.0,18.0,1.0,5,11.34,1,22000000.0
21.0,3.0,51.8,34.8,6.2,2.0,9,17.51,1,15000000.0
8.0,3.0,58.7,43.7,6.0,8.0,9,16.11,1,19500000.0
3.0,3.0,81.7,50.0,9.7,11.0,14,3.0,1,39000000.0
6.0,3.0,63.0,42.5,6.6,6.0,12,17.63,1,16500000.0
19.0,3.0,62.1,42.0,9.0,11.0,12,14.16,1,16000000.0
17.0,3.0,70.0,50.0,14.0,11.0,21,6.55,1,34000000.0
18.0,3.0,59.0,38.0,6.1,6.0,9,17.51,1,15750000.0
13.0,3.0,78.0,52.0,9.0,4.0,5,7.98,1,21500000.0
13.0,3.0,121.7,63.0,20.0,1.0,20,9.25,1,36000000.0
6.0,3.0,67.2,42.0,14.0,1.0,10,1.42,1,56750000.0
13.0,3.0,58.0,39.0,6.0,8.0,9,17.79,1,14900000.0
6.0,3.0,60.0,39.1,8.0,9.0,9,11.87,1,15300000.0
18.0,3.0,57.1,43.9,6.0,4.0,12,12.83,1,14500000.0
14.0,3.0,76.5,50.1,9.8,2.0,5,5.21,1,23300000.0
9.0,3.0,84.2,55.1,9.4,4.0,8,7.48,1,27250000.0
10.0,3.0,74.0,46.0,10.2,15.0,17,13.67,1,21900000.0
16.0,3.0,56.0,37.3,6.0,4.0,9,17.35,1,13800000.0
15.0,3.0,71.1,52.0,8.0,1.0,5,8.81,1,17800000.0
20.0,3.0,59.2,42.6,6.0,4.0,5,12.42,1,14200000.0
11.0,3.0,58.5,43.0,6.0,9.0,9,12.08,1,15900000.0
9.0,3.0,57.3,43.0,6.0,7.0,9,14.16,1,16150000.0
5.0,3.0,80.4,50.0,9.0,3.0,16,3.46,1,33000000.0
15.0,3.0,57.0,41.0,6.4,1.0,5,7.65,1,13500000.0
8.0,3.0,139.1,78.1,17.3,7.0,23,17.51,1,51500000.0
5.0,3.0,82.0,63.0,10.0,2.0,5,6.55,1,23950000.0
19.0,3.0,61.0,36.0,10.0,7.0,12,15.84,1,18200000.0
22.0,3.0,67.0,12.0,35.0,11.0,29,5.48,1,28000000.0
10.0,3.0,92.0,58.0,17.0,4.0,9,4.12,1,46900000.0
8.0,3.0,85.8,52.5,10.4,14.0,22,3.38,1,51800000.0
12.0,3.0,62.6,33.8,11.8,8.0,9,5.91,1,22500000.0
15.0,3.0,84.8,57.0,11.0,6.0,11,5.21,1,22800000.0
11.0,3.0,82.2,30.0,30.0,9.0,31,9.25,1,47500000.0
15.0,3.0,102.7,51.3,21.4,10.0,21,11.08,1,41999999.0
9.0,3.0,130.0,70.0,20.0,4.0,6,3.06,1,80000000.0
7.0,3.0,60.0,26.0,12.0,10.0,23,7.43,1,28500000.0
2.0,3.0,55.3,30.1,11.2,4.0,8,7.62,1,17700000.0
16.0,3.0,77.2,41.2,13.0,3.0,6,3.06,1,29000000.0
5.0,3.0,61.0,33.0,11.7,3.0,8,3.38,1,26000000.0
6.0,3.0,57.0,38.0,6.0,1.0,5,12.27,1,13000000.0
20.0,3.0,58.2,42.0,5.5,5.0,5,12.42,1,14500000.0
13.0,3.0,67.0,38.0,20.0,12.0,16,6.55,1,29499000.0
5.0,3.0,45.0,29.0,6.0,5.0,6,7.04,1,14000000.0
18.0,3.0,108.9,64.3,25.0,14.0,28,6.55,1,37450000.0
15.0,3.0,58.6,44.0,6.0,1.0,9,16.11,1,12500000.0
12.0,3.0,64.0,34.5,6.5,12.0,12,12.66,1,15200000.0
12.0,3.0,97.2,51.3,14.7,26.0,38,10.03,1,37000000.0
8.0,3.0,98.0,10.0,65.6,7.0,8,7.48,1,30500000.0
9.0,3.0,60.0,43.0,7.0,2.0,9,14.98,1,15300000.0
6.0,3.0,93.3,52.6,12.0,9.0,17,9.94,1,32000000.0
16.0,3.0,75.5,44.5,11.0,4.0,20,15.61,1,24000000.0
13.0,3.0,65.2,45.0,9.2,11.0,14,12.42,1,15500000.0
12.0,3.0,74.9,45.5,8.3,3.0,9,3.43,1,29500000.0
15.0,3.0,73.9,39.5,12.8,15.0,17,12.81,1,21500000.0
21.0,3.0,55.2,31.0,20.7,5.0,9,13.99,1,15700000.0
4.0,3.0,75.0,39.0,15.0,6.0,32,5.0,1,25800000.0
24.0,3.0,80.6,48.1,10.0,9.0,9,13.44,1,21700000.0
24.0,3.0,57.5,38.5,6.0,8.0,9,13.99,1,13500000.0
13.0,3.0,72.4,45.4,10.4,11.0,18,13.73,1,22500000.0
9.0,3.0,88.3,46.8,10.0,5.0,12,3.43,1,79000000.0
6.0,3.0,103.2,54.3,10.0,1.0,7,2.14,1,169000000.0
5.0,3.0,124.0,64.8,15.0,7.0,10,1.35,1,260000000.0
13.0,3.0,130.0,67.9,10.0,3.0,9,3.43,1,175500000.0
15.0,3.0,74.5,44.8,10.2,17.0,17,14.15,1,17900000.0
13.0,3.0,79.0,46.0,12.0,4.0,16,3.38,1,27500000.0
8.0,3.0,71.9,41.4,12.0,5.0,16,9.94,1,25000000.0
5.0,3.0,73.0,51.0,8.0,5.0,17,13.44,1,21500000.0
12.0,3.0,72.9,50.0,10.2,14.0,14,7.98,1,26950000.0
3.0,3.0,69.0,45.0,10.0,16.0,16,12.83,1,19700000.0
13.0,3.0,106.0,65.0,15.0,15.0,25,17.03,1,29000000.0
4.0,3.0,77.0,52.0,9.0,8.0,8,7.48,1,36000000.0
16.0,3.0,134.0,70.0,12.0,18.0,22,11.06,1,40000000.0
17.0,3.0,63.6,40.0,6.3,1.0,9,13.36,1,11500000.0
20.0,3.0,87.0,55.0,12.0,13.0,17,12.81,1,22700000.0
20.0,3.0,87.0,55.0,12.0,14.0,17,12.81,1,22700000.0
8.0,3.0,78.0,47.0,10.0,3.0,20,4.15,1,40000000.0
15.0,3.0,85.9,55.8,10.6,7.0,8,7.48,1,26500000.0
17.0,3.0,73.4,45.8,10.2,1.0,17,17.63,1,13500000.0
4.0,3.0,82.0,54.0,9.5,5.0,5,6.24,1,20500000.0
13.0,3.0,64.0,45.0,7.0,4.0,12,12.81,1,14800000.0
16.0,3.0,77.0,45.0,10.0,7.0,16,13.44,1,18500000.0
4.0,3.0,78.9,45.0,10.5,7.0,22,13.67,1,27000000.0
29.0,3.0,58.5,43.9,5.9,6.0,9,10.03,1,12500000.0
3.0,3.0,70.0,42.0,10.0,9.0,16,12.83,1,19000000.0
3.0,3.0,70.0,45.0,10.0,12.0,16,12.83,1,19000000.0
22.0,3.0,66.0,35.5,12.1,5.0,16,17.79,1,16000000.0
18.0,3.0,72.0,43.0,10.0,14.0,17,12.08,1,20000000.0
10.0,3.0,110.0,58.0,14.0,26.0,30,5.48,1,49499000.0
12.0,3.0,63.0,44.0,7.0,5.0,9,13.67,1,19500000.0
7.0,3.0,98.0,53.0,14.0,16.0,17,17.79,1,30000000.0
13.0,3.0,74.6,46.0,10.0,10.0,13,5.15,1,24000000.0
11.0,3.0,73.3,44.2,9.0,6.0,13,5.91,1,34600000.0
9.0,3.0,84.3,50.3,10.5,7.0,17,16.11,1,23000000.0
6.0,3.0,74.0,51.0,7.0,7.0,15,2.98,1,35000000.0
8.0,3.0,75.0,51.5,9.0,4.0,5,5.91,1,24500000.0
4.0,3.0,75.5,40.3,15.0,2.0,12,4.13,1,34990000.0
29.0,3.0,90.0,47.6,14.0,14.0,17,15.44,1,21500000.0
8.0,3.0,53.0,28.9,11.0,5.0,9,17.35,1,13500000.0
27.0,3.0,85.8,49.1,12.3,20.0,25,12.81,1,24000000.0
11.0,3.0,82.3,57.2,8.0,7.0,8,12.83,1,18600000.0
16.0,3.0,70.0,52.0,17.0,5.0,6,3.06,1,35000000.0
18.0,3.0,66.5,44.0,11.0,2.0,12,10.25,1,16000000.0
17.0,3.0,58.6,38.0,8.0,8.0,9,17.79,1,14300000.0
22.0,3.0,80.5,45.0,13.0,17.0,17,13.44,1,19500000.0
6.0,3.0,64.6,42.6,8.0,5.0,6,4.12,1,19000000.0
21.0,3.0,58.4,43.1,5.9,6.0,9,12.08,1,15900000.0
8.0,3.0,110.2,57.8,17.0,7.0,27,8.81,1,51500000.0
21.0,3.0,48.4,33.6,6.0,6.0,9,15.84,1,14900000.0
6.0,3.0,60.5,48.0,10.0,25.0,25,19.4,1,21900000.0
15.0,3.0,56.1,38.0,5.3,9.0,9,11.34,1,15700000.0
4.0,3.0,62.0,50.0,7.0,2.0,9,15.0,1,17000000.0
15.0,3.0,60.0,45.0,9.0,5.0,9,17.79,1,15950000.0
12.0,3.0,82.8,56.6,7.8,5.0,10,5.0,1,27000000.0
15.0,3.0,73.5,49.0,11.0,7.0,16,7.65,1,27000000.0
10.0,3.0,64.0,46.0,7.8,15.0,16,7.62,1,20500000.0
4.0,3.0,132.0,68.9,15.0,8.0,10,1.69,1,262000000.0
18.0,3.0,75.7,40.4,12.9,9.0,14,12.64,1,22000000.0
7.0,3.0,56.6,37.5,6.0,9.0,9,16.72,1,14100000.0
13.0,3.0,62.5,43.0,9.1,1.0,12,7.65,1,14500000.0
19.0,3.0,77.0,46.0,10.5,2.0,17,15.06,1,18200000.0
16.0,3.0,68.9,44.0,10.0,8.0,19,13.67,1,23000000.0
13.0,3.0,109.1,57.3,35.0,2.0,16,6.55,1,42900000.0
8.0,3.0,74.1,46.0,10.0,9.0,17,17.03,1,18000000.0
10.0,3.0,52.1,34.4,6.4,2.0,9,12.66,1,11500000.0
17.0,3.0,76.8,46.0,12.0,2.0,9,8.82,1,26500000.0
4.0,3.0,73.4,44.8,12.0,14.0,14,4.13,1,26900000.0
4.0,3.0,58.2,42.8,6.0,6.0,9,17.35,1,16000000.0
24.0,3.0,80.3,48.0,10.0,2.0,7,15.06,1,17600000.0
10.0,3.0,65.0,47.0,10.0,6.0,8,3.06,1,35000000.0
12.0,3.0,82.2,60.8,8.7,4.0,5,3.46,1,24500000.0
8.0,3.0,64.5,47.0,8.0,3.0,6,2.75,1,32000000.0
12.0,3.0,58.0,35.5,6.0,7.0,9,11.87,1,12300000.0
11.0,3.0,68.0,44.0,9.0,5.0,5,9.24,1,17200000.0
7.0,3.0,57.3,40.0,13.0,10.0,10,3.0,1,27500000.0
13.0,3.0,53.7,35.9,5.3,3.0,5,5.15,1,16200000.0
25.0,3.0,82.3,43.7,18.0,8.0,16,5.21,1,44000000.0
5.0,3.0,79.8,46.1,10.0,3.0,6,0.8,1,62000000.0
3.0,3.0,77.0,46.0,15.0,22.0,25,9.24,1,28500000.0
14.0,3.0,78.0,46.0,10.2,12.0,17,13.73,1,18500000.0
10.0,3.0,120.0,70.0,30.0,2.0,5,2.55,1,122000000.0
13.0,3.0,61.0,44.0,6.0,6.0,9,13.36,1,11900000.0
11.0,3.0,108.0,66.0,12.5,4.0,6,4.25,1,50500000.0
13.0,3.0,76.3,43.0,12.0,5.0,49,10.18,1,31800000.0
12.0,3.0,77.0,45.1,10.1,4.0,16,15.61,1,17450000.0
13.0,3.0,62.0,45.0,8.5,4.0,12,7.65,1,20750000.0
38.0,3.0,94.1,49.7,14.4,20.0,24,13.2,1,33100000.0
23.0,3.0,87.0,46.1,15.0,2.0,20,10.18,1,33999999.0
16.0,3.0,82.5,44.5,10.4,17.0,22,7.98,1,27300000.0
14.0,3.0,72.0,45.0,12.0,15.0,23,12.81,1,23500000.0
8.0,3.0,60.0,42.0,6.5,7.0,9,12.08,1,15000000.0
10.0,3.0,73.0,43.1,10.3,3.0,17,15.0,1,21500000.0
13.0,3.0,72.7,43.4,10.2,1.0,14,7.98,1,21700000.0
9.0,3.0,74.3,45.3,10.1,3.0,17,13.2,1,25500000.0
24.0,3.0,56.1,37.3,6.0,3.0,5,12.83,1,12900000.0
25.0,3.0,51.0,34.0,6.0,6.0,9,12.83,1,12500000.0
14.0,3.0,50.9,35.0,6.0,9.0,9,14.16,1,14500000.0
8.0,3.0,62.9,42.1,6.1,2.0,9,7.43,1,16990000.0
11.0,3.0,65.7,39.1,8.5,12.0,12,14.16,1,14900000.0
18.0,3.0,71.4,43.3,9.0,8.0,14,10.73,1,21000000.0
7.0,3.0,104.0,72.8,7.0,3.0,3,1.35,1,55000000.0
10.0,3.0,80.0,40.0,19.0,2.0,30,17.63,1,25000000.0
26.0,3.0,100.1,52.7,14.9,2.0,11,15.44,1,19900000.0
9.0,3.0,143.0,74.4,18.5,5.0,9,1.98,1,85000000.0
6.0,3.0,65.0,43.9,7.0,5.0,12,14.98,1,15000000.0
12.0,3.0,74.7,53.0,10.2,9.0,12,7.62,1,27000000.0
17.0,3.0,51.0,34.8,6.0,1.0,9,12.83,1,14500000.0
23.0,3.0,51.1,34.0,6.2,2.0,9,12.83,1,12150000.0
9.0,3.0,64.2,43.2,9.5,1.0,12,10.03,1,15800000.0
22.0,3.0,64.5,46.3,7.8,10.0,16,13.67,1,18000000.0
23.0,3.0,75.9,45.0,12.8,3.0,17,12.81,1,21800000.0
10.0,3.0,56.1,41.0,6.0,6.0,9,13.73,1,16500000.0
15.0,3.0,57.5,42.2,5.6,2.0,9,11.34,1,16200000.0
12.0,3.0,73.2,44.0,10.1,2.0,16,15.61,1,20500000.0
20.0,3.0,98.3,57.1,11.6,8.0,23,11.08,1,43000000.0
7.0,3.0,62.6,43.4,7.1,5.0,5,12.16,1,15500000.0
9.0,3.0,75.8,44.0,10.2,5.0,17,12.16,1,18990000.0
14.0,3.0,70.0,48.2,8.0,2.0,8,5.48,1,20900000.0
17.0,3.0,66.3,45.9,7.6,1.0,16,8.82,1,15000000.0
14.0,3.0,75.0,42.0,8.0,1.0,12,3.43,1,30990000.0
15.0,3.0,90.0,53.7,8.0,6.0,8,7.48,1,28000000.0
7.0,3.0,82.5,51.2,8.0,7.0,8,1.98,1,39000000.0
10.0,3.0,63.9,43.6,9.5,2.0,14,12.66,1,16000000.0
18.0,3.0,59.1,43.0,6.7,5.0,9,17.51,1,12150000.0
23.0,3.0,63.5,44.0,7.0,5.0,12,11.08,1,17500000.0
17.0,3.0,74.0,45.0,10.1,1.0,17,12.83,1,15300000.0
12.0,3.0,75.5,60.0,10.0,3.0,22,13.2,1,23300000.0
9.0,3.0,73.0,50.0,7.0,3.0,5,4.15,1,26300000.0
16.0,3.0,58.0,41.9,6.6,4.0,9,13.67,1,15500000.0
13.0,3.0,122.0,57.3,25.7,6.0,20,9.25,1,47700000.0
15.0,3.0,107.6,76.5,12.0,11.0,12,12.83,1,35000000.0
6.0,3.0,74.5,50.4,10.3,8.0,10,4.25,1,40000000.0
4.0,3.0,70.3,49.0,8.0,9.0,12,4.13,1,30000000.0
13.0,3.0,59.0,40.0,6.0,5.0,9,17.35,1,13500000.0
16.0,3.0,64.0,47.0,9.0,1.0,12,10.97,1,14000000.0
18.0,3.0,65.8,47.1,8.4,8.0,16,12.42,1,16500000.0
16.0,3.0,66.8,43.3,9.4,12.0,14,7.98,1,21500000.0
9.0,3.0,59.6,17.5,10.0,4.0,9,13.36,1,14950000.0
6.0,3.0,170.0,108.0,25.0,7.0,12,1.98,1,60000000.0
18.0,3.0,74.5,40.1,11.0,6.0,17,13.44,1,19000000.0
18.0,3.0,181.0,101.0,25.0,5.0,17,8.35,1,107000000.0
24.0,3.0,63.0,46.0,7.0,9.0,12,16.11,1,16500000.0
8.0,3.0,58.7,43.1,6.0,9.0,9,10.18,1,15300000.0
11.0,3.0,86.0,57.2,10.1,2.0,6,5.0,1,25000000.0
6.0,3.0,81.5,43.1,12.0,8.0,17,13.44,1,21000000.0
12.0,3.0,53.0,34.0,6.2,6.0,9,12.08,1,13200000.0
56.0,3.0,67.0,40.0,20.0,5.0,14,8.35,1,29990000.0
6.0,3.0,63.2,34.1,11.9,40.0,42,6.55,1,44240000.0
14.0,3.0,51.3,34.0,6.3,4.0,9,16.11,1,12500000.0
21.0,3.0,74.0,43.1,11.8,8.0,19,10.18,1,29400000.0
10.0,3.0,56.7,41.2,5.5,1.0,5,11.06,1,13500000.0
13.0,3.0,62.7,45.0,6.6,9.0,12,6.22,1,19500000.0
9.0,3.0,61.4,43.9,6.4,6.0,12,17.35,1,17200000.0
3.0,3.0,78.0,55.0,10.0,3.0,8,4.13,1,29200000.0
11.0,3.0,62.1,42.8,7.1,11.0,12,4.12,1,22000000.0
11.0,3.0,65.3,39.5,8.3,4.0,12,3.04,1,30000000.0
12.0,3.0,74.9,50.0,12.0,3.0,6,5.48,1,24500000.0
8.0,3.0,63.0,34.0,9.0,3.0,12,11.87,1,14990000.0
29.0,3.0,65.0,45.0,9.0,6.0,12,8.35,1,22300000.0
7.0,3.0,86.7,46.0,8.0,8.0,15,3.06,1,49490000.0
8.0,3.0,90.7,70.0,7.0,8.0,20,4.15,1,42000000.0
12.0,3.0,80.0,44.0,20.0,3.0,10,5.0,1,25500000.0
6.0,3.0,74.0,51.7,8.0,15.0,15,2.98,1,32000000.0
15.0,3.0,84.0,44.6,13.6,10.0,17,12.83,1,20800000.0
7.0,3.0,160.0,110.0,25.0,3.0,9,1.77,1,69990000.0
14.0,3.0,82.0,66.0,10.0,15.0,37,7.14,1,45000000.0
15.0,3.0,72.0,38.5,12.6,17.0,25,6.55,1,35000000.0
18.0,3.0,77.6,41.4,9.0,16.0,16,13.44,1,18850000.0
18.0,3.0,70.0,50.0,15.0,9.0,17,12.66,1,26500000.0
6.0,3.0,74.5,52.0,8.0,35.0,42,6.55,1,34000000.0
33.0,3.0,92.0,63.0,15.5,10.0,17,8.35,1,63900000.0
10.0,3.0,130.0,63.0,20.0,2.0,5,1.42,1,150000000.0
6.0,3.0,125.0,110.0,10.0,7.0,12,2.56,1,82000000.0
21.0,3.0,73.0,35.0,12.9,6.0,32,5.91,1,34500000.0
21.0,3.0,73.0,35.0,12.9,10.0,32,5.91,1,34500000.0
