minutes_to_metro,number_of_rooms,area,living_area,kitchen_area,floor,number_of_floors,distance_to_centre,type_secondary,price
10.0,3.0,126.9,70.6,14.2,3.0,7,1.69,1,241110000.0
15.0,3.0,122.74,64.2,16.8,4.0,6,1.69,1,202385986.0
10.0,3.0,74.2,39.6,12.8,18.0,32,2.97,1,65325902.0
13.0,3.0,131.8,46.5,17.5,2.0,18,6.24,1,108134000.0
16.0,3.0,172.3,91.5,20.9,11.0,18,3.43,1,177651032.0
5.0,3.0,93.85,36.0,34.0,32.0,54,6.22,1,37636906.0
6.0,3.0,182.2,51.1,21.7,15.0,21,3.46,1,223195000.0
19.0,3.0,75.7,34.2,24.7,6.0,30,13.74,1,24500000.0
5.0,3.0,102.15,53.8,15.1,44.0,57,6.55,1,51058942.0
8.0,3.0,99.0,64.9,29.1,7.0,13,5.21,1,57463509.0
6.0,3.0,140.1,73.0,18.2,10.0,11,2.68,1,116500000.0
9.0,3.0,154.2,80.1,19.4,4.0,8,0.94,1,146084211.0
19.0,3.0,66.3,35.7,12.1,11.0,42,9.24,1,31605210.0
14.0,3.0,122.1,63.9,16.7,6.0,8,0.8,1,136477275.0
8.0,3.0,79.88,42.5,13.2,2.0,14,3.43,1,61427720.0
5.0,3.0,86.07,27.2,26.9,7.0,21,5.0,1,96500000.0
5.0,3.0,87.0,15.0,13.8,7.0,21,3.46,1,98000000.0
18.0,3.0,85.4,55.9,15.4,32.0,32,12.16,1,39625600.0
8.0,3.0,60.2,32.6,11.6,3.0,22,9.24,1,20534220.0
20.0,3.0,52.1,44.5,2.6,6.0,28,6.7,1,20959830.0
16.0,3.0,74.5,42.3,15.0,17.0,38,10.18,1,39395600.0
7.0,3.0,73.94,41.6,5.0,3.0,19,2.55,1,51758000.0
6.0,3.0,90.0,47.6,14.1,7.0,21,3.46,1,100000000.0
6.0,3.0,108.0,56.7,15.6,9.0,21,3.46,1,104000000.0
6.0,3.0,127.1,66.4,17.2,6.0,21,3.46,1,124567800.0
9.0,3.0,127.6,66.6,17.2,6.0,21,3.46,1,127000000.0
6.0,3.0,112.5,59.0,15.9,6.0,21,3.46,1,131000000.0
6.0,3.0,97.2,52.1,17.3,8.0,41,6.55,1,41946660.0
13.0,3.0,142.4,74.1,18.4,7.0,17,5.62,1,77465600.0
16.0,3.0,86.4,37.2,23.4,10.0,25,9.94,1,38657606.0
14.0,3.0,93.16,37.0,25.2,6.0,33,3.06,1,52646486.0
2.0,3.0,92.12,48.7,14.3,3.0,21,2.32,1,86915220.0
5.0,3.0,79.6,28.1,35.3,11.0,25,13.74,1,21870697.0
6.0,3.0,95.09,25.9,44.7,2.0,17,7.65,1,37547501.0
14.0,3.0,74.4,31.6,25.4,7.0,11,6.18,1,29070417.0
15.0,3.0,72.0,25.7,24.0,17.0,26,8.01,1,28377549.0
11.0,3.0,88.8,47.0,14.0,24.0,25,5.0,1,35351280.0
1.0,3.0,80.0,30.0,26.1,2.0,19,7.98,1,39580686.0
3.0,3.0,104.8,62.9,31.4,4.0,9,6.55,1,51729509.0
4.0,3.0,82.79,44.0,13.5,3.0,28,8.01,1,29492791.0
4.0,3.0,79.4,40.2,12.5,12.0,27,8.81,1,26757800.0
6.0,3.0,54.5,29.7,11.1,6.0,24,15.0,1,10800000.0
6.0,3.0,99.65,6.8,14.9,8.0,10,6.89,1,93952604.0
9.0,3.0,71.6,27.6,25.4,7.0,68,7.04,1,20643892.0
14.0,3.0,82.3,14.6,13.4,5.0,24,8.81,1,32203990.0
18.0,3.0,65.92,33.5,12.1,3.0,21,6.7,1,23937900.0
14.0,3.0,75.0,54.4,5.7,10.0,14,8.35,1,43900000.0
14.0,3.0,68.4,44.2,5.5,3.0,14,8.35,1,41450000.0
6.0,3.0,127.6,66.6,17.2,6.0,21,3.46,1,127000000.0
6.0,3.0,91.7,50.0,35.5,18.0,54,5.15,1,30900000.0
12.0,3.0,79.0,39.6,21.2,13.0,47,12.16,1,26700000.0
6.0,3.0,74.1,43.1,10.2,4.0,20,8.01,1,27000000.0
17.0,3.0,92.1,39.8,33.3,38.0,46,2.97,1,44950000.0
16.0,3.0,80.3,48.0,8.0,12.0,32,2.97,1,41760000.0
16.0,3.0,84.3,50.0,5.0,9.0,32,2.97,1,42150000.0
9.0,3.0,112.5,15.0,15.9,6.0,21,3.46,1,132000000.0
7.0,3.0,112.0,78.0,15.9,6.0,21,3.46,1,131000000.0
5.0,3.0,119.49,62.5,16.5,17.0,21,5.0,1,111500000.0
4.0,3.0,68.7,28.1,22.1,8.0,13,7.62,1,30499000.0
6.0,3.0,85.5,49.9,13.5,19.0,29,8.01,1,39900000.0
5.0,3.0,90.53,47.9,14.1,7.0,21,5.0,1,99999900.0
14.0,3.0,88.5,54.0,14.0,35.0,47,12.16,1,28800000.0
10.0,3.0,61.2,27.5,14.7,4.0,25,2.97,1,31900000.0
4.0,3.0,71.0,53.0,13.0,22.0,46,6.55,1,44900000.0
5.0,3.0,120.4,11.1,16.6,2.0,6,1.65,1,160000000.0
12.0,3.0,103.0,54.2,15.2,8.0,10,6.89,1,73700000.0
8.0,3.0,90.58,47.9,18.6,10.0,21,5.48,1,36500000.0
14.0,3.0,95.07,36.8,24.6,3.0,33,3.06,1,52804444.0
14.0,3.0,104.74,34.9,24.7,10.0,33,3.06,1,67138235.0
6.0,3.0,157.8,46.2,19.7,2.0,21,3.46,1,136497000.0
6.0,3.0,161.1,46.7,20.0,3.0,21,3.46,1,142573500.0
6.0,3.0,161.4,83.7,20.0,5.0,21,3.46,1,154137000.0
13.0,3.0,88.8,38.6,26.4,2.0,20,5.21,1,41027287.0
12.0,3.0,151.0,70.0,16.0,3.0,18,9.25,1,83930000.0
7.0,3.0,83.6,63.7,13.6,22.0,34,6.89,1,103831608.0
15.0,3.0,119.45,62.5,16.5,2.0,6,1.69,1,140819605.0
15.0,3.0,113.43,59.5,16.0,4.0,6,1.69,1,187034727.0
3.0,3.0,117.16,9.2,16.3,4.0,7,1.76,1,257752000.0
3.0,3.0,117.16,9.2,16.3,4.0,7,1.76,1,269468000.0
3.0,3.0,117.16,9.2,16.3,6.0,7,1.76,1,351480000.0
15.0,3.0,162.11,84.1,20.1,6.0,6,1.69,1,526209060.0
14.0,3.0,68.8,36.9,12.3,13.0,20,5.21,1,31101659.0
7.0,3.0,92.26,45.4,10.0,14.0,19,2.55,1,65043300.0
5.0,3.0,100.91,53.1,15.0,1.0,11,6.89,1,100910000.0
7.0,3.0,86.8,65.7,13.8,10.0,34,6.89,1,102207781.0
9.0,3.0,128.3,67.0,17.3,6.0,8,0.94,1,124248421.0
12.0,3.0,131.3,71.2,10.0,5.0,6,4.8,1,331737665.0
5.0,3.0,99.0,70.0,7.6,23.0,41,4.8,1,56500000.0
13.0,3.0,84.8,49.9,7.0,3.0,4,3.43,1,166982982.0
13.0,3.0,89.51,47.4,14.0,7.0,20,5.21,1,39526452.0
6.0,3.0,76.0,56.0,15.0,9.0,41,5.5,1,40000000.0
5.0,3.0,84.4,60.0,10.0,17.0,32,6.89,1,77000000.0
5.0,3.0,116.69,61.1,16.3,3.0,10,6.89,1,105021000.0
13.0,3.0,77.7,5.3,13.1,2.0,4,3.43,1,138066860.0
13.0,3.0,110.5,46.6,58.9,4.0,4,3.43,1,256939148.0
6.0,3.0,98.0,68.0,25.0,7.0,41,5.5,1,62000000.0
17.0,3.0,84.6,44.9,13.6,17.0,32,6.89,1,67680000.0
13.0,3.0,142.0,81.7,8.2,12.0,17,5.62,1,85342000.0
12.0,3.0,137.5,79.9,10.7,2.0,6,4.8,1,217287688.0
13.0,3.0,141.51,73.7,18.3,7.0,17,5.62,1,83000000.0
12.0,3.0,146.6,82.3,10.1,3.0,6,4.8,1,228078567.0
7.0,3.0,59.0,38.6,15.4,2.0,27,2.97,1,24490000.0
9.0,3.0,107.8,68.0,7.0,31.0,34,12.16,1,39500000.0
8.0,4.0,108.1,56.8,15.6,9.0,37,3.06,1,68810269.0
13.0,4.0,125.6,55.3,33.6,12.0,14,8.35,1,91320000.0
7.0,4.0,134.1,64.3,17.7,26.0,34,6.89,1,129586246.0
5.0,4.0,456.7,56.5,60.3,1.0,3,2.14,1,1028050000.0
4.0,4.0,176.7,53.1,53.4,3.0,6,1.65,1,306810000.0
8.0,4.0,121.0,63.3,16.7,14.0,32,2.97,1,70417039.0
10.0,4.0,229.1,125.8,17.0,4.0,7,1.69,1,458200000.0
15.0,4.0,156.2,57.6,19.6,13.0,18,6.24,1,134115000.0
5.0,4.0,116.85,52.4,40.3,53.0,54,6.22,1,59236368.0
7.0,4.0,179.0,92.6,21.4,20.0,21,3.46,1,324885000.0
9.0,4.0,226.9,116.8,25.4,4.0,8,0.94,1,191073684.0
8.0,4.0,100.3,52.8,14.9,2.0,14,3.43,1,78936100.0
14.0,4.0,296.8,152.2,31.2,3.0,8,0.8,1,458259200.0
18.0,4.0,162.3,90.8,36.3,4.0,32,12.16,1,71574300.0
20.0,4.0,85.7,60.1,15.3,6.0,28,6.7,1,33851500.0
7.0,4.0,102.98,64.3,20.0,19.0,19,2.55,1,183304400.0
16.0,4.0,110.5,49.3,23.7,19.0,22,9.94,1,48057113.0
16.0,4.0,104.5,57.4,12.4,30.0,48,10.18,1,71603400.0
18.0,4.0,114.9,67.4,26.0,19.0,24,13.74,1,25593861.0
13.0,4.0,106.5,56.0,15.5,25.0,25,5.0,1,41364600.0
14.0,4.0,96.4,40.8,33.6,14.0,17,6.18,1,44371808.0
5.0,4.0,184.5,95.4,21.9,8.0,8,5.21,1,70000000.0
15.0,4.0,129.0,52.1,40.6,18.0,26,8.01,1,53300528.0
3.0,4.0,154.0,92.4,46.2,15.0,16,6.55,1,79572878.0
6.0,4.0,154.0,80.0,19.4,12.0,21,3.46,1,150000000.0
6.0,4.0,139.0,72.4,18.1,19.0,21,3.46,1,252980000.0
4.0,4.0,96.4,54.3,12.3,24.0,27,8.81,1,31330000.0
6.0,4.0,192.92,99.7,22.6,10.0,10,6.89,1,264978354.0
18.0,4.0,105.4,67.0,11.8,4.0,19,8.81,1,45846892.0
6.0,4.0,77.4,42.3,19.4,19.0,69,7.04,1,23785467.0
10.0,4.0,158.0,110.0,20.0,12.0,21,3.46,1,165000000.0
17.0,4.0,99.6,45.4,27.5,25.0,28,2.97,1,60045382.0
13.0,4.0,136.47,71.1,17.9,20.0,20,5.21,1,85834034.0
9.0,4.0,222.5,114.6,25.0,5.0,8,0.94,1,159263158.0
9.0,4.0,179.5,92.9,21.5,7.0,8,0.94,1,179500000.0
6.0,4.0,161.8,83.9,20.0,5.0,21,3.46,1,186070000.0
6.0,4.0,179.9,46.7,21.5,3.0,21,3.46,1,206885000.0
9.0,4.0,180.7,93.5,21.6,8.0,8,0.94,1,209231579.0
6.0,4.0,234.3,27.1,26.0,18.0,21,3.46,1,323334000.0
3.0,4.0,267.5,137.4,28.8,1.0,2,1.76,1,481500000.0
3.0,4.0,168.82,8.5,20.6,4.0,7,1.76,1,506460000.0
3.0,4.0,168.82,8.5,20.6,6.0,7,1.76,1,675280000.0
12.0,4.0,191.5,98.8,11.0,2.0,6,4.8,1,236665279.0
12.0,4.0,188.0,98.1,10.1,3.0,6,4.8,1,274166674.0
12.0,4.0,164.3,43.3,46.1,4.0,6,4.8,1,278956762.0
13.0,4.0,110.1,68.4,20.4,4.0,4,3.43,1,291738704.0
8.0,4.0,168.0,87.1,20.5,3.0,6,1.42,1,318000000.0
8.0,4.0,166.0,94.0,17.0,3.0,6,1.42,1,318000000.0
5.0,4.0,161.07,83.6,20.0,8.0,10,6.89,1,209391000.0
27.0,4.0,160.0,75.0,13.0,12.0,12,6.55,1,85000000.0
5.0,4.0,151.0,100.0,19.1,7.0,10,6.89,1,165000000.0
7.0,4.0,176.7,155.8,21.3,18.0,34,6.89,1,213374792.0
6.0,4.0,77.8,41.8,20.4,2.0,69,7.04,1,22385197.0
9.0,4.0,82.4,34.1,31.0,32.0,47,7.04,1,24229338.0
9.0,4.0,75.1,42.5,17.2,57.0,68,7.04,1,24833649.0
8.0,4.0,82.1,43.6,13.4,2.0,28,9.24,1,25089760.0
18.0,4.0,108.5,51.3,23.8,18.0,24,13.74,1,25869284.0
14.0,4.0,80.58,42.9,13.3,4.0,13,11.34,1,26407999.0
14.0,4.0,77.74,41.4,13.1,11.0,25,11.34,1,26917086.0
14.0,4.0,80.58,42.9,13.3,9.0,13,11.34,1,26823067.0
18.0,4.0,115.0,72.7,7.5,21.0,24,13.74,1,27178614.0
8.0,4.0,95.2,50.3,14.5,2.0,22,9.24,1,28712320.0
8.0,4.0,110.0,61.0,15.2,4.0,30,13.74,1,29396950.0
8.0,4.0,87.3,46.3,13.9,13.0,34,9.24,1,29778030.0
4.0,4.0,96.4,54.3,12.3,20.0,27,8.81,1,31089000.0
8.0,4.0,82.9,44.0,13.5,22.0,34,12.16,1,31584900.0
4.0,4.0,100.0,57.4,14.8,17.0,25,8.81,1,32270000.0
17.0,4.0,86.9,37.2,24.2,2.0,27,2.97,1,33743270.0
8.0,4.0,110.0,61.0,15.2,7.0,30,13.74,1,34842500.0
8.0,4.0,90.6,68.0,14.1,5.0,26,5.88,1,35424600.0
8.0,4.0,90.6,68.0,14.1,8.0,26,5.88,1,35968200.0
8.0,4.0,110.0,61.0,15.2,15.0,30,13.74,1,35722500.0
17.0,4.0,86.9,37.2,24.2,9.0,27,2.97,1,36350270.0
6.0,4.0,88.6,48.2,10.1,3.0,29,8.01,1,36196644.0
8.0,4.0,92.5,48.9,14.3,28.0,34,12.16,1,36482000.0
15.0,5.0,178.2,92.2,21.4,8.0,11,2.97,1,140197602.0
13.0,5.0,187.7,99.0,22.0,13.0,21,3.46,1,139370000.0
0.0,5.0,657.5,334.5,61.0,1.0,5,0.38,1,1475430000.0
16.0,5.0,221.0,113.9,24.9,11.0,18,3.43,1,190612500.0
8.0,5.0,108.3,56.9,15.6,33.0,34,9.24,1,41457240.0
14.0,5.0,127.1,83.2,8.3,8.0,14,8.35,1,74900000.0
1.0,5.0,143.1,101.7,10.2,19.0,19,7.98,1,117616637.0
2.0,5.0,135.0,70.4,17.8,5.0,14,8.35,1,92700000.0
5.0,5.0,190.75,98.6,22.4,10.0,21,5.0,1,175000000.0
17.0,5.0,143.2,100.0,16.1,43.0,46,12.16,1,72750000.0
5.0,5.0,235.8,121.3,26.1,1.0,3,8.81,1,258000000.0
4.0,5.0,127.0,66.3,17.1,10.0,14,8.82,1,87000000.0
13.0,5.0,135.2,6.4,17.8,2.0,4,3.43,1,263287736.0
13.0,5.0,133.9,6.3,17.7,3.0,4,3.43,1,277575450.0
12.0,5.0,223.2,59.1,74.4,4.0,6,4.8,1,379533010.0
13.0,5.0,133.8,87.9,6.3,4.0,4,3.43,1,382078546.0
12.0,5.0,239.6,62.7,82.1,4.0,6,4.8,1,427790837.0
6.0,5.0,322.4,11.9,33.3,21.0,21,3.46,1,496496000.0
6.0,5.0,359.5,189.2,51.6,21.0,21,3.46,1,557584500.0
12.0,5.0,230.1,69.6,83.4,5.0,6,4.8,1,604927751.0
6.0,5.0,387.3,77.4,38.7,21.0,21,3.46,1,724251000.0
9.0,5.0,190.0,140.0,22.4,11.0,21,3.46,1,175000000.0
8.0,5.0,130.0,88.0,12.0,22.0,41,6.24,1,75500000.0
7.0,5.0,266.8,234.7,28.7,31.0,34,6.89,1,378495286.0
8.0,5.0,103.0,54.2,15.2,27.0,28,9.24,1,39356300.0
8.0,5.0,112.7,59.1,16.0,21.0,22,9.24,1,41834240.0
8.0,5.0,109.1,57.3,15.7,27.0,28,9.24,1,41698020.0
6.0,5.0,113.0,50.8,36.8,68.0,69,7.04,1,45382050.0
8.0,5.0,118.8,62.2,16.5,29.0,34,12.16,1,46213200.0
12.0,5.0,118.7,62.1,16.5,26.0,27,4.15,1,47373170.0
14.0,5.0,112.1,58.8,15.9,10.0,13,6.18,1,50621197.0
12.0,5.0,123.7,70.3,15.7,15.0,27,4.15,1,50914920.0
14.0,5.0,107.6,55.1,25.0,20.0,21,6.18,1,51632454.0
14.0,5.0,114.4,60.2,23.1,7.0,9,6.18,1,51392502.0
19.0,5.0,109.0,57.2,15.7,37.0,42,9.24,1,52156500.0
17.0,5.0,117.4,60.8,27.3,15.0,33,2.97,1,53006100.0
17.0,5.0,117.4,60.8,27.3,13.0,33,2.97,1,52806520.0
17.0,5.0,117.4,60.8,27.3,23.0,33,2.97,1,53675280.0
15.0,5.0,119.5,66.4,4.4,26.0,26,8.01,1,55464261.0
18.0,5.0,126.2,84.8,11.8,14.0,19,8.81,1,60406892.0
18.0,5.0,126.2,84.8,11.8,15.0,19,8.81,1,60636576.0
18.0,5.0,126.2,84.8,11.8,13.0,19,8.81,1,60062366.0
19.0,5.0,147.9,76.9,18.9,41.0,42,9.24,1,68758710.0
12.0,5.0,143.0,88.2,18.4,38.0,47,12.16,1,70000000.0
12.0,5.0,128.4,81.9,14.4,19.0,29,8.01,1,90696367.0
28.0,5.0,139.0,31.8,18.1,3.0,13,8.35,1,92000000.0
13.0,5.0,162.68,84.4,20.1,20.0,20,5.21,1,92888978.0
8.0,5.0,153.1,79.5,19.3,4.0,37,3.06,1,95293738.0
6.0,5.0,143.8,94.0,12.5,29.0,29,8.01,1,96058400.0
8.0,5.0,156.4,81.2,19.6,4.0,37,3.06,1,98399928.0
11.0,5.0,163.0,6.4,20.1,20.0,41,7.14,1,109831498.0
11.0,5.0,166.2,6.5,20.4,20.0,41,7.14,1,111987699.0
11.0,5.0,159.4,6.3,19.8,20.0,41,7.14,1,123026310.0
13.0,5.0,188.2,99.0,22.0,11.0,21,3.46,1,136750000.0
8.0,5.0,158.27,82.1,19.7,7.0,14,3.43,1,138169710.0
13.0,5.0,188.2,99.0,22.0,12.0,21,3.46,1,138170000.0
15.0,5.0,188.7,97.5,22.3,5.0,11,2.97,1,141035323.0
18.0,5.0,180.7,105.9,12.2,46.0,47,12.16,1,150206875.0
8.0,5.0,158.27,82.1,19.7,9.0,14,3.43,1,151464390.0
5.0,5.0,161.7,30.0,20.0,41.0,41,4.8,1,178000000.0
3.0,5.0,174.3,104.6,52.3,24.0,24,6.55,1,209160000.0
16.0,5.0,236.7,136.1,26.2,12.0,18,3.43,1,249990137.0
3.0,5.0,210.8,126.5,63.2,24.0,24,6.55,1,252960000.0
16.0,5.0,250.4,139.6,27.4,11.0,18,3.43,1,260551090.0
5.0,5.0,264.6,30.0,28.5,7.0,7,0.31,1,450000000.0
10.0,5.0,229.2,75.2,45.9,3.0,7,1.69,1,458400000.0
4.0,5.0,259.3,93.7,75.7,4.0,6,1.65,1,483520000.0
10.0,5.0,231.5,75.3,45.9,4.0,7,1.69,1,486150000.0
10.0,5.0,231.5,75.2,45.9,5.0,7,1.69,1,532450000.0
4.0,5.0,259.4,93.4,75.8,5.0,6,1.65,1,559310000.0
4.0,5.0,283.3,104.3,78.7,5.0,6,1.65,1,610590000.0
5.0,5.0,250.5,153.7,14.1,5.0,8,1.76,1,607760000.0
5.0,5.0,227.0,87.6,55.1,8.0,14,1.76,1,617020000.0
5.0,5.0,229.3,116.1,25.5,11.0,14,1.76,1,685390000.0
8.0,5.0,108.2,56.8,15.6,34.0,34,9.24,1,42760640.0
8.0,5.0,112.6,59.1,16.0,28.0,28,9.24,1,43418560.0
8.0,5.0,118.6,62.1,16.5,33.0,34,9.24,1,43763400.0
14.0,5.0,155.7,56.0,27.3,1.0,17,6.18,1,53009297.0
17.0,5.0,117.4,60.8,27.3,26.0,33,2.97,1,57044660.0
17.0,5.0,117.4,60.8,27.3,27.0,33,2.97,1,57115100.0
17.0,5.0,131.22,100.1,26.1,28.0,31,10.22,1,57736800.0
17.0,5.0,138.7,59.7,44.4,27.0,27,2.97,1,63205590.0
14.0,5.0,191.7,73.6,50.2,1.0,17,6.18,1,63217539.0
17.0,5.0,128.7,49.0,41.9,33.0,33,2.97,1,63938160.0
17.0,5.0,131.2,51.4,32.9,26.0,27,2.97,1,64445440.0
7.0,5.0,104.4,54.9,15.3,9.0,18,2.97,1,64889951.0
14.0,5.0,111.7,46.8,45.6,13.0,13,6.18,1,68618733.0
3.0,5.0,152.63,77.2,18.0,2.0,19,2.97,1,68429112.0
10.0,5.0,147.28,100.6,18.8,24.0,24,11.06,1,68853400.0
17.0,5.0,144.0,74.9,18.6,26.0,27,2.97,1,69206400.0
17.0,5.0,144.5,54.4,41.9,26.0,27,2.97,1,70761650.0
17.0,5.0,140.1,60.0,32.5,32.0,33,2.97,1,75331770.0
1.0,5.0,113.72,59.6,16.0,16.0,18,8.81,1,75184923.0
14.0,5.0,116.8,58.1,28.7,21.0,21,6.18,1,75931152.0
1.0,6.0,1067.4,541.8,95.0,9.0,9,1.98,1,2455020000.0
5.0,6.0,33.5,19.1,9.4,19.0,36,3.06,1,23666056.0
1.0,6.0,27.1,10.0,7.7,10.0,14,8.35,1,17290000.0
1.0,6.0,171.82,139.8,27.0,8.0,9,3.0,1,274912000.0
2.0,6.0,40.05,20.9,5.0,1.0,4,0.38,1,84420000.0
8.0,6.0,26.21,14.6,3.6,2.0,36,6.22,1,14833876.0
8.0,6.0,33.8,6.9,21.9,11.0,13,5.21,1,17966961.0
14.0,6.0,25.1,13.1,5.8,41.0,45,14.73,1,7479000.0
18.0,6.0,45.2,26.5,9.0,2.0,32,12.16,1,23052000.0
20.0,6.0,25.8,18.5,2.3,5.0,28,6.7,1,11679660.0
16.0,6.0,25.4,12.6,4.8,18.0,22,9.94,1,14555343.0
7.0,6.0,33.72,21.3,3.0,6.0,19,2.55,1,28324800.0
5.0,6.0,23.8,18.8,8.6,5.0,25,13.74,1,8225616.0
1.0,6.0,26.9,16.9,5.0,2.0,9,3.0,1,28245000.0
14.0,6.0,22.6,12.5,5.0,4.0,11,6.18,1,13198144.0
13.0,6.0,51.6,28.2,10.9,4.0,17,10.18,1,12600000.0
15.0,6.0,26.0,12.7,5.3,22.0,26,8.01,1,13336534.0
6.0,6.0,18.55,11.5,8.2,7.0,25,8.01,1,10054259.0
1.0,6.0,17.9,9.7,1.9,10.0,19,7.98,1,14897280.0
3.0,6.0,24.1,11.8,5.3,27.0,27,8.81,1,9905100.0
9.0,6.0,18.4,9.1,2.3,2.0,24,7.04,1,9265828.0
7.0,6.0,26.4,13.7,4.2,23.0,43,6.22,1,16026504.0
8.0,6.0,434.4,248.3,37.9,21.0,21,3.46,1,716760000.0
13.0,6.0,26.57,13.9,5.2,5.0,20,5.21,1,14054360.0
13.0,6.0,24.93,12.3,4.6,12.0,20,5.21,1,14367059.0
13.0,6.0,27.73,13.1,5.5,13.0,20,5.21,1,15548571.0
13.0,6.0,26.56,13.4,5.1,7.0,20,5.21,1,15433723.0
7.0,6.0,40.0,25.0,4.0,14.0,19,2.55,1,30900000.0
2.0,6.0,581.0,295.9,54.7,2.0,4,1.42,1,1214255500.0
6.0,6.0,20.0,9.4,5.1,16.0,16,9.94,1,6952223.0
16.0,6.0,19.5,9.2,5.0,8.0,14,14.73,1,7215000.0
18.0,6.0,19.9,9.8,5.0,2.0,23,13.73,1,7212146.0
19.0,6.0,19.9,9.8,5.1,31.0,33,13.73,1,7304216.0
18.0,6.0,19.9,9.8,5.0,18.0,23,13.73,1,7336952.0
7.0,6.0,27.4,16.0,8.9,17.0,25,18.99,1,7550000.0
6.0,6.0,19.8,8.7,4.9,21.0,33,12.81,1,7727583.0
6.0,6.0,19.8,7.9,5.8,2.0,33,12.81,1,7831491.0
6.0,6.0,19.9,8.8,4.9,33.0,33,12.81,1,7795256.0
6.0,6.0,19.8,7.9,5.8,29.0,33,12.81,1,7762191.0
18.0,6.0,19.8,9.8,5.0,23.0,23,13.73,1,7876191.0
8.0,6.0,21.8,10.7,5.5,2.0,24,14.16,1,7880571.0
19.0,6.0,22.4,11.7,5.4,25.0,32,14.73,1,7935904.0
7.0,6.0,25.3,17.9,8.7,2.0,8,5.64,1,7973329.0
17.0,6.0,25.1,13.3,5.8,37.0,62,14.73,1,8110926.0
12.0,6.0,19.9,9.8,5.1,15.0,33,9.46,1,8234620.0
17.0,6.0,21.7,10.7,5.5,14.0,24,12.08,1,8219240.0
17.0,6.0,21.7,10.7,5.5,16.0,24,12.08,1,8232626.0
5.0,6.0,19.9,9.8,5.1,11.0,33,8.01,1,8298300.0
10.0,6.0,19.8,9.8,5.0,13.0,33,10.22,1,8489121.0
16.0,6.0,24.3,12.6,5.8,21.0,32,14.73,1,8516090.0
10.0,6.0,19.8,9.8,5.0,32.0,33,10.22,1,8544984.0
5.0,6.0,23.7,13.7,5.0,16.0,25,13.74,1,8558756.0
26.0,6.0,25.5,14.0,6.4,7.0,33,8.01,1,8645300.0
10.0,6.0,21.6,10.7,5.4,20.0,33,10.22,1,8740507.0
9.0,6.0,19.8,9.8,5.0,28.0,33,9.46,1,8684371.0
12.0,1.0,42.0,21.0,8.5,11.0,14,12.66,1,11950000.0
15.0,1.0,39.8,18.5,9.0,1.0,16,11.06,1,12500000.0
10.0,1.0,35.0,15.0,10.0,19.0,20,14.16,1,9700000.0
6.0,1.0,30.0,17.0,10.0,1.0,8,0.8,1,18200000.0
12.0,1.0,37.7,18.9,8.4,7.0,17,12.83,1,9980000.0
7.0,1.0,47.4,19.7,14.5,2.0,13,7.65,1,23900000.0
12.0,1.0,36.7,18.0,10.0,3.0,12,6.18,1,12000000.0
15.0,1.0,32.9,18.2,8.3,2.0,3,11.24,1,7850000.0
20.0,1.0,41.6,18.3,11.7,3.0,9,11.46,1,13999000.0
8.0,1.0,38.0,19.1,8.1,17.0,17,18.99,1,11300000.0
9.0,1.0,41.1,14.1,16.3,21.0,23,11.34,1,16500000.0
13.0,1.0,45.6,16.0,15.0,15.0,16,6.55,1,22500000.0
16.0,1.0,34.7,20.2,9.2,5.0,9,13.44,1,8645000.0
12.0,1.0,38.5,20.0,10.1,10.0,22,13.2,1,14400000.0
18.0,1.0,35.0,10.6,10.0,3.0,12,17.35,1,9800000.0
20.0,1.0,38.3,19.9,10.1,3.0,18,12.64,1,14200000.0
14.0,1.0,38.0,19.0,8.3,12.0,17,14.15,1,10800000.0
24.0,1.0,32.0,19.0,8.8,1.0,5,8.35,1,11900000.0
6.0,1.0,77.4,14.6,36.9,5.0,4,0.94,1,73854000.0
11.0,1.0,35.3,19.3,8.0,5.0,12,16.11,1,10500000.0
20.0,1.0,39.9,25.0,8.0,7.0,18,10.18,1,16100000.0
19.0,1.0,35.7,19.4,9.9,5.0,12,10.73,1,11900000.0
16.0,1.0,35.0,19.8,10.5,6.0,16,12.81,1,11800000.0
9.0,1.0,35.0,17.0,8.5,1.0,9,12.27,1,12400000.0
3.0,1.0,29.4,17.0,10.0,24.0,58,6.22,1,15500000.0
5.0,1.0,34.0,17.0,9.0,6.0,16,5.21,1,11990000.0
10.0,1.0,42.0,22.0,10.0,19.0,25,9.25,1,17550000.0
11.0,1.0,37.7,18.9,8.3,3.0,17,12.08,1,12600000.0
17.0,1.0,33.1,11.6,10.7,3.0,25,13.44,1,11000000.0
28.0,1.0,36.0,20.3,11.0,3.0,10,12.66,1,10500000.0
10.0,1.0,34.3,20.1,9.0,1.0,12,6.22,1,9800000.0
11.0,1.0,44.9,12.3,14.0,19.0,23,10.18,1,19000000.0
36.0,1.0,56.1,21.4,13.6,14.0,25,8.35,1,17500000.0
4.0,1.0,39.0,20.0,9.0,6.0,16,5.0,1,15000000.0
15.0,1.0,36.0,20.0,9.4,12.0,12,7.48,1,17700000.0
30.0,1.0,38.8,24.0,9.0,5.0,10,12.66,1,9470000.0
9.0,1.0,43.9,13.2,18.5,25.0,30,17.63,1,13790000.0
10.0,1.0,42.0,22.0,10.0,11.0,25,9.25,1,17550000.0
9.0,1.0,49.4,15.1,10.0,28.0,35,13.99,1,21500000.0
