Price,Apartment type,Metro station,Minutes to metro,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors
108800000.0,Secondary,Чеховская,5.0,3.0,108.8,57.1,15.6,3.0,3
53000000.0,Secondary,Арбатская,9.0,3.0,96.9,59.0,11.1,2.0,5
44240000.0,Secondary,Фили,6.0,3.0,63.2,34.1,11.9,40.0,41
105000000.0,Secondary,Белорусская,6.0,3.0,145.0,75.4,18.6,3.0,6
47000000.0,Secondary,Белорусская,9.0,3.0,103.8,59.0,15.0,6.0,6
67990000.0,Secondary,Белорусская,6.0,3.0,111.0,40.0,15.8,5.0,6
170000000.0,Secondary,Кропоткинская,10.0,3.0,117.0,51.0,6.0,3.0,5
224900000.0,Secondary,Спортивная,9.0,3.0,237.2,157.1,17.2,14.0,14
52500000.0,Secondary,Алексеевская,11.0,3.0,92.0,70.0,20.0,4.0,21
38000000.0,Secondary,Ростокино,13.0,3.0,109.0,75.0,25.0,35.0,58
95700000.0,Secondary,Китай-город,11.0,3.0,86.0,54.0,8.0,2.0,9
22450000.0,Secondary,ВДНХ,7.0,3.0,83.5,49.7,12.5,16.0,22
67000000.0,Secondary,Динамо,1.0,3.0,104.0,74.0,20.0,3.0,15
17500000.0,Secondary,Филатов Луг,10.0,3.0,77.1,38.8,13.5,22.0,25
41500000.0,Secondary,Раменки,5.0,3.0,106.7,40.0,30.0,15.0,17
46000000.0,Secondary,Минская,28.0,3.0,70.0,12.0,12.4,2.0,14
179000000.0,Secondary,Спортивная,11.0,3.0,141.0,73.4,18.3,3.0,15
222000000.0,Secondary,Спортивная,8.0,3.0,237.0,157.0,26.2,14.0,14
39900000.0,Secondary,Аминьевская,8.0,3.0,84.9,48.2,21.0,18.0,31
39000000.0,Secondary,Динамо,7.0,3.0,75.7,40.0,5.0,7.0,17
51000000.0,Secondary,Давыдково,5.0,3.0,112.3,58.9,15.9,16.0,25
145000000.0,Secondary,Спортивная,5.0,3.0,97.0,51.2,14.7,7.0,18
86000000.0,Secondary,Фрунзенская,5.0,3.0,97.0,72.0,15.0,5.0,14
100000000.0,Secondary,Улица 1905 года,7.0,3.0,95.0,60.0,15.0,11.0,21
33999000.0,Secondary,Кунцевская,4.0,3.0,95.5,65.0,14.5,29.0,29
36000000.0,Secondary,Шелепиха,13.0,3.0,77.0,36.0,25.0,4.0,6
42700000.0,Secondary,Молодёжная,6.0,3.0,110.0,60.0,11.5,36.0,40
100000000.0,Secondary,Беговая,5.0,3.0,90.53,47.9,14.1,10.0,21
115000000.0,Secondary,Минская,13.0,3.0,121.0,66.0,15.0,16.0,39
24500000.0,Secondary,Бауманская,8.0,3.0,68.5,38.8,9.1,4.0,6
26000000.0,Secondary,Славянский бульвар,14.0,3.0,62.5,38.6,6.4,3.0,12
56650000.0,Secondary,Динамо,17.0,3.0,82.2,52.3,7.6,37.0,41
72000000.0,Secondary,Динамо,15.0,3.0,91.4,61.9,7.1,10.0,41
115000000.0,Secondary,Новокузнецкая,16.0,3.0,95.7,40.0,14.6,3.0,7
115732500.0,Secondary,Спортивная,6.0,3.0,118.7,62.1,16.5,3.0,5
195000000.0,Secondary,Парк Культуры,5.0,3.0,128.0,66.8,17.2,3.0,6
290000000.0,Secondary,Смоленская,13.0,3.0,151.0,106.0,20.0,2.0,7
37500000.0,Secondary,Шелепиха,13.0,3.0,73.0,22.0,12.7,12.0,30
99600000.0,Secondary,Спортивная,9.0,3.0,83.0,52.0,10.0,7.0,13
99600000.0,Secondary,Спортивная,8.0,3.0,83.0,44.1,13.5,7.0,13
179000000.0,Secondary,Спортивная,11.0,3.0,141.0,73.4,18.3,3.0,15
44000000.0,Secondary,Давыдково,17.0,3.0,87.0,46.1,13.8,15.0,22
170000000.0,Secondary,Спортивная,10.0,3.0,169.0,87.6,20.6,4.0,6
250000000.0,Secondary,Спортивная,8.0,3.0,137.0,71.4,18.0,9.0,15
49899998.0,Secondary,Пушкинская,7.0,3.0,75.0,50.0,9.0,1.0,7
55600000.0,Secondary,Комсомольская,10.0,3.0,79.9,34.5,28.0,2.0,2
99000000.0,Secondary,Серпуховская,9.0,3.0,120.0,35.0,16.6,2.0,14
131000000.0,Secondary,Беговая,5.0,3.0,114.0,35.0,16.1,7.0,21
238840000.0,Secondary,Трубная,5.0,3.0,140.0,62.0,27.0,2.0,4
48000000.0,Secondary,Народное Ополчение,9.0,3.0,82.5,31.0,16.0,31.0,53
40500000.0,Secondary,Народное Ополчение,10.0,3.0,106.1,43.5,32.4,48.0,58
43500000.0,Secondary,Народное Ополчение,10.0,3.0,105.6,62.7,15.6,11.0,53
120000000.0,Secondary,Киевская,15.0,3.0,100.0,9.6,14.9,6.0,7
144170000.0,Secondary,Фрунзенская,5.0,3.0,111.0,58.3,15.8,6.0,8
148070000.0,Secondary,Спортивная,7.0,3.0,113.9,56.6,17.0,6.0,12
175000000.0,Secondary,Пушкинская,6.0,3.0,188.5,97.4,22.2,3.0,4
27300000.0,Secondary,Технопарк,14.0,3.0,90.0,41.0,13.0,3.0,9
33800000.0,Secondary,Преображенская площадь,7.0,3.0,90.8,45.7,12.6,2.0,30
45000000.0,Secondary,Павелецкая,17.0,3.0,81.6,33.7,28.8,13.0,28
59850000.0,Secondary,Строгино,8.0,3.0,126.0,65.8,17.1,3.0,29
41000000.0,Secondary,Красные ворота,10.0,3.0,94.1,7.0,14.4,4.0,5
43000000.0,Secondary,Народное Ополчение,10.0,3.0,118.6,54.4,30.4,9.0,48
53000000.0,Secondary,Тверская,7.0,3.0,93.8,68.8,20.0,4.0,14
55000000.0,Secondary,Петровский Парк,16.0,3.0,91.0,56.0,30.0,13.0,41
64000000.0,Secondary,Смоленская,6.0,3.0,103.0,7.0,15.2,2.0,11
72000000.0,Secondary,Аэропорт,12.0,3.0,91.0,69.0,10.0,8.0,41
75000000.0,Secondary,Площадь Ильича,7.0,3.0,105.0,67.0,14.0,3.0,13
99000000.0,Secondary,Краснопресненская,10.0,3.0,130.0,80.0,25.0,4.0,13
124000000.0,Secondary,Курская,15.0,3.0,135.0,79.0,18.0,2.0,11
48990000.0,Secondary,Шелепиха,5.0,3.0,85.5,29.0,13.7,36.0,51
75000000.0,Secondary,Белорусская,12.0,3.0,126.3,66.0,17.1,3.0,18
145000000.0,Secondary,Фрунзенская,11.0,3.0,95.0,75.0,12.0,7.0,14
205875000.0,Secondary,Третьяковская,7.0,3.0,152.5,15.0,19.3,3.0,6
56000000.0,Secondary,Охотный ряд,11.0,3.0,127.4,97.4,20.0,6.0,6
65000000.0,Secondary,Беговая,25.0,3.0,75.3,37.3,13.0,17.0,21
115000000.0,Secondary,Деловой центр,2.0,3.0,187.0,91.0,22.1,39.0,75
224900000.0,Secondary,Полянка,6.0,3.0,163.7,15.0,20.2,4.0,6
23800000.0,Secondary,Волгоградский проспект,5.0,3.0,80.0,40.1,16.7,22.0,30
36000000.0,Secondary,Алексеевская,7.0,3.0,92.9,48.0,20.3,5.0,17
113500000.0,Secondary,Деловой центр,4.0,3.0,190.0,100.0,10.0,39.0,73
142440000.0,Secondary,Выставочная,15.0,3.0,118.7,10.0,16.5,30.0,66
34000000.0,Secondary,Шелепиха,5.0,3.0,72.2,47.2,8.4,4.0,30
35490000.0,Secondary,Улица 1905 года,3.0,3.0,98.5,40.2,19.7,3.0,4
52000000.0,Secondary,Раменки,10.0,3.0,133.0,69.4,17.6,15.0,52
56500000.0,Secondary,Динамо,9.0,3.0,99.0,74.0,15.0,10.0,25
59000000.0,Secondary,Раменки,12.0,3.0,76.0,40.6,12.9,15.0,51
182000000.0,Secondary,Парк Культуры,10.0,3.0,184.6,16.0,21.9,2.0,8
46900000.0,Secondary,Молодёжная,7.0,3.0,75.0,40.1,12.8,17.0,28
48500000.0,Secondary,Ростокино,13.0,3.0,143.3,101.8,33.7,39.0,58
51000000.0,Secondary,Шелепиха,18.0,3.0,98.2,58.2,16.9,18.0,19
60000000.0,Secondary,Тестовская,3.0,3.0,90.0,65.0,15.0,32.0,78
97000000.0,Secondary,Деловой центр,2.0,3.0,192.0,99.2,22.5,41.0,75
224900000.0,Secondary,Спортивная,9.0,3.0,237.2,66.7,17.2,14.0,14
11990000.0,Secondary,Сходненская,16.0,3.0,54.0,29.4,11.1,3.0,4
12900000.0,Secondary,Прокшино,13.0,3.0,62.0,39.1,10.0,4.0,17
15500000.0,Secondary,Окружная,8.0,3.0,72.0,38.5,12.6,6.0,8
24800000.0,Secondary,Спортивная,4.0,3.0,62.0,42.0,6.6,1.0,6
27500000.0,Secondary,Спортивная,5.0,3.0,62.7,41.0,9.0,2.0,5
31800000.0,Secondary,Рабочий посёлок,22.0,3.0,93.5,61.3,17.1,11.0,29
64000000.0,Secondary,Тестовская,4.0,3.0,98.0,51.7,14.7,33.0,78
74800000.0,Secondary,Славянский бульвар,23.0,3.0,104.0,53.0,27.0,14.0,26
105000000.0,Secondary,Деловой центр,2.0,3.0,192.0,99.2,22.5,37.0,75
44988700.0,Secondary,Минская,5.0,3.0,71.2,41.0,6.2,2.0,14
64500000.0,Secondary,Шелепиха,19.0,3.0,84.0,63.0,16.0,12.0,19
128000000.0,Secondary,Улица 1905 года,7.0,3.0,127.6,80.0,7.0,6.0,21
153000000.0,Secondary,Арбатская,6.0,3.0,94.0,57.0,8.0,2.0,7
26700000.0,Secondary,Селигерская,11.0,3.0,57.4,20.0,10.0,1.0,39
39500000.0,Secondary,Серпуховская,17.0,3.0,81.25,40.6,27.4,6.0,18
41500000.0,Secondary,Динамо,10.0,3.0,77.2,50.9,8.4,5.0,12
42990000.0,Secondary,Динамо,6.0,3.0,70.0,37.5,12.4,15.0,15
45000000.0,Secondary,Фили,15.0,3.0,91.5,29.3,14.2,6.0,21
57000000.0,Secondary,Шелепиха,19.0,3.0,99.0,7.0,14.8,2.0,19
64900000.0,Secondary,Деловой центр,11.0,3.0,90.0,31.1,35.1,7.0,21
78000000.0,Secondary,Деловой центр,7.0,3.0,100.0,52.7,14.9,39.0,53
190000000.0,Secondary,Ломоносовский проспект,22.0,3.0,105.5,14.0,15.4,4.0,8
250000000.0,Secondary,Новокузнецкая,11.0,3.0,142.8,30.0,18.5,6.0,8
12000000.0,Secondary,Саларьево,8.0,3.0,63.0,45.0,7.0,1.0,9
14450000.0,Secondary,Бибирево,14.0,3.0,60.6,43.3,6.0,2.0,9
14500000.0,Secondary,Печатники,4.0,3.0,60.0,43.9,6.1,9.0,9
24287000.0,Secondary,Новогиреево,4.0,3.0,84.0,44.6,13.6,11.0,22
26500000.0,Secondary,Бульвар Рокоссовского,6.0,3.0,80.0,55.0,15.0,19.0,24
33500000.0,Secondary,Улица 1905 года,17.0,3.0,77.2,59.5,10.5,11.0,22
36900000.0,Secondary,Филёвский парк,7.0,3.0,82.0,55.5,12.2,3.0,5
41990000.0,Secondary,Парк Культуры,5.0,3.0,78.2,40.0,20.0,2.0,7
45000000.0,Secondary,Серпуховская,11.0,3.0,107.3,67.0,10.0,22.0,29
45000000.0,Secondary,Шелепиха,12.0,3.0,85.8,45.5,13.7,28.0,42
47900000.0,Secondary,Смоленская,7.0,3.0,91.0,17.0,14.2,7.0,8
49990000.0,Secondary,Шелепиха,12.0,3.0,89.0,47.1,14.0,30.0,37
50990000.0,Secondary,Шелепиха,12.0,3.0,88.6,46.9,14.0,34.0,42
76000000.0,Secondary,Проспект Мира,5.0,3.0,121.0,70.2,15.4,6.0,12
82000000.0,Secondary,Аэропорт,10.0,3.0,163.5,84.0,20.0,9.0,57
147213000.0,Secondary,Улица 1905 года,15.0,3.0,148.7,77.3,18.9,4.0,20
190000000.0,Secondary,Ломоносовский проспект,4.0,3.0,105.4,55.2,14.0,4.0,8
12800000.0,Secondary,Рязанский проспект,5.0,3.0,60.0,37.0,8.0,9.0,9
17650000.0,Secondary,Рязанский проспект,5.0,3.0,60.0,40.0,14.0,4.0,17
24000050.0,Secondary,Профсоюзная,15.0,3.0,55.0,29.9,11.2,7.0,8
30800000.0,Secondary,Раменки,10.0,3.0,68.5,36.8,12.3,7.0,52
32300000.0,Secondary,Кунцевская,4.0,3.0,85.0,60.0,20.0,29.0,29
34000000.0,Secondary,Фили,18.0,3.0,57.0,31.0,11.4,20.0,29
39200000.0,Secondary,Ботанический сад,11.0,3.0,117.9,56.4,34.6,20.0,20
39700000.0,Secondary,Панфиловская,7.0,3.0,88.0,20.0,13.9,8.0,18
41000000.0,Secondary,Динамо,1.0,3.0,90.0,60.0,20.0,8.0,13
44000000.0,Secondary,Беломорская,22.0,3.0,103.8,54.6,15.2,2.0,21
45000000.0,Secondary,Выставочная,26.0,3.0,79.0,10.0,13.2,15.0,20
46000000.0,Secondary,Аэропорт,14.0,3.0,123.8,61.4,34.0,1.0,16
49900000.0,Secondary,Петровский Парк,15.0,3.0,66.3,43.0,6.0,13.0,37
55000000.0,Secondary,Улица 1905 года,4.0,3.0,110.0,80.0,20.0,6.0,8
58000000.0,Secondary,Минская,7.0,3.0,90.0,60.0,20.0,14.0,25
64000000.0,Secondary,Фили,13.0,3.0,112.0,58.8,15.9,17.0,25
67000000.0,Secondary,Арбатская,7.0,3.0,102.9,12.4,15.2,3.0,9
70000000.0,Secondary,Улица 1905 года,3.0,3.0,100.9,76.9,12.9,16.0,22
69990000.0,Secondary,Цветной бульвар,6.0,3.0,160.0,110.0,25.0,3.0,10
69900000.0,Secondary,Третьяковская,9.0,3.0,102.0,10.7,15.1,7.0,9
76000000.0,Secondary,Проспект Мира,5.0,3.0,120.9,93.0,15.0,6.0,12
93000000.0,Secondary,Третьяковская,11.0,3.0,141.5,36.0,18.3,2.0,8
96000000.0,Secondary,Улица 1905 года,11.0,3.0,100.0,52.7,14.9,7.0,18
99000000.0,Secondary,Белорусская,7.0,3.0,126.6,66.1,17.1,6.0,27
115000000.0,Secondary,Деловой центр,4.0,3.0,189.0,97.7,22.3,41.0,73
129990000.0,Secondary,Кропоткинская,7.0,3.0,135.0,10.0,17.8,4.0,8
139000000.0,Secondary,Улица 1905 года,15.0,3.0,100.0,52.7,14.9,18.0,21
160000000.0,Secondary,Парк Культуры,5.0,3.0,114.0,8.4,16.1,2.0,6
165000000.0,Secondary,Новокузнецкая,3.0,3.0,135.0,80.0,20.0,4.0,12
194800000.0,Secondary,Киевская,5.0,3.0,160.0,83.0,19.9,47.0,54
27770000.0,Secondary,Парк Победы,3.0,3.0,67.6,9.0,12.2,5.0,12
30500000.0,Secondary,Багратионовская,22.0,3.0,60.1,20.0,11.6,8.0,30
33000000.0,Secondary,Нагатинский Затон,19.0,3.0,65.0,29.0,22.0,15.0,16
33500000.0,Secondary,Крылатское,5.0,3.0,94.1,49.7,14.4,20.0,23
47000000.0,Secondary,Щукинская,2.0,3.0,130.2,10.0,17.4,6.0,17
59900000.0,Secondary,Раменки,11.0,3.0,109.0,63.0,43.3,12.0,18
64999999.0,Secondary,Раменки,9.0,3.0,113.1,18.4,16.0,3.0,21
99000000.0,Secondary,Парк Культуры,2.0,3.0,106.4,10.0,15.4,5.0,6
115000000.0,Secondary,Новокузнецкая,3.0,3.0,146.0,75.9,18.7,4.0,9
139000000.0,Secondary,Беговая,25.0,3.0,100.0,15.0,14.9,18.0,21
155000000.0,Secondary,Спортивная,10.0,3.0,125.3,10.0,17.0,6.0,14
33400000.0,Secondary,Технопарк,14.0,3.0,85.0,62.8,14.4,8.0,8
35000000.0,Secondary,Аминьевская,2.0,3.0,61.0,33.0,11.7,17.0,39
50000000.0,Secondary,Шелепиха,2.0,3.0,108.0,24.0,15.6,12.0,53
84000000.0,Secondary,Смоленская,9.0,3.0,212.4,182.4,25.0,5.0,17
153000000.0,Secondary,Арбатская,6.0,3.0,94.1,48.1,14.4,2.0,8
86200000.0,Secondary,ЦСКА,7.0,4.0,244.1,125.5,26.8,21.0,23
73500000.0,Secondary,Раменки,13.0,4.0,115.0,95.0,7.0,3.0,17
146000000.0,Secondary,Кропоткинская,5.0,4.0,155.0,120.0,20.0,6.0,7
146000000.0,Secondary,Кропоткинская,3.0,4.0,153.0,102.0,14.0,6.0,7
37990000.0,Secondary,Народное Ополчение,10.0,4.0,94.5,49.9,14.5,20.0,58
145000000.0,Secondary,Белорусская,6.0,4.0,200.0,103.2,23.2,4.0,6
159000000.0,Secondary,Улица 1905 года,15.0,4.0,143.0,74.4,18.5,13.0,20
350000000.0,Secondary,Парк Культуры,6.0,4.0,233.2,185.0,25.0,6.0,8
169000000.0,Secondary,Библиотека и Ленина,4.0,4.0,137.0,91.0,7.0,4.0,5
180000000.0,Secondary,Фрунзенская,10.0,4.0,187.0,27.0,22.1,7.0,11
125000000.0,Secondary,Китай-город,11.0,4.0,108.6,64.0,9.0,2.0,9
169000000.0,Secondary,Библиотека и Ленина,4.0,4.0,137.6,74.0,12.0,4.0,5
350000000.0,Secondary,Парк Культуры,6.0,4.0,249.0,150.0,15.0,2.0,6
59990000.0,Secondary,Народное Ополчение,10.0,4.0,108.6,57.0,15.6,38.0,58
71000000.0,Secondary,Марьина Роща,6.0,4.0,135.6,47.9,37.4,11.0,21
289000000.0,Secondary,Аэропорт,9.0,4.0,405.0,265.6,49.3,20.0,21
61988000.0,Secondary,Минская,14.0,4.0,115.6,65.0,14.1,3.0,14
43000000.0,Secondary,Народное Ополчение,10.0,4.0,108.2,56.8,15.6,11.0,58
52500000.0,Secondary,Народное Ополчение,10.0,4.0,127.5,66.6,17.2,20.0,58
69000000.0,Secondary,Минская,20.0,4.0,92.8,49.0,14.3,8.0,14
95000000.0,Secondary,Раменки,1.0,4.0,201.0,100.0,15.0,14.0,23
125000000.0,Secondary,Китай-город,13.0,4.0,109.0,90.0,10.0,2.0,9
170000000.0,Secondary,Баррикадная,15.0,4.0,170.0,88.1,20.7,2.0,5
42000000.0,Secondary,Фили,6.0,4.0,113.0,59.3,16.0,4.0,44
270000000.0,Secondary,Белорусская,7.0,4.0,316.0,161.9,32.8,6.0,6
59900000.0,Secondary,Улица 1905 года,13.0,4.0,89.0,50.0,20.0,8.0,44
68000000.0,Secondary,Смоленская,4.0,4.0,95.0,68.0,14.0,5.0,6
350000000.0,Secondary,Боровицкая,11.0,4.0,216.0,152.0,20.0,4.0,6
190000000.0,Secondary,Улица 1905 года,10.0,4.0,167.8,60.0,20.5,20.0,21
40000000.0,Secondary,Кунцевская,19.0,4.0,97.9,65.0,10.0,6.0,12
67000000.0,Secondary,Охотный ряд,4.0,4.0,84.8,59.0,10.0,2.0,8
80000000.0,Secondary,Динамо,17.0,4.0,135.7,69.1,9.4,2.0,41
83000000.0,Secondary,Динамо,15.0,4.0,138.3,84.2,6.5,24.0,41
110000000.0,Secondary,Динамо,15.0,4.0,112.8,64.0,14.3,10.0,41
120000000.0,Secondary,Белорусская,16.0,4.0,225.0,115.9,25.3,5.0,20
125000000.0,Secondary,Динамо,15.0,4.0,135.3,95.9,6.0,37.0,41
155000000.0,Secondary,Добрынинская,4.0,4.0,170.0,120.0,20.7,5.0,6
221000000.0,Secondary,Фрунзенская,8.0,4.0,240.0,40.0,26.5,14.0,14
249990000.0,Secondary,Маяковская,2.0,4.0,270.0,138.6,29.0,9.0,11
43000000.0,Secondary,Народное Ополчение,10.0,4.0,108.0,56.7,15.6,11.0,54
130000000.0,Secondary,Минская,16.0,4.0,203.4,105.0,23.5,10.0,17
155000000.0,Secondary,Спортивная,6.0,4.0,179.2,92.7,21.5,2.0,6
156000000.0,Secondary,Спортивная,8.0,4.0,140.0,72.9,18.2,5.0,15
180000000.0,Secondary,Спортивная,7.0,4.0,186.8,96.6,22.1,7.0,11
92000000.0,Secondary,Арбатская,9.0,4.0,169.0,87.6,20.6,6.0,6
120000000.0,Secondary,Аэропорт,12.0,4.0,136.5,94.7,7.3,23.0,41
155000000.0,Secondary,Спортивная,6.0,4.0,179.2,92.7,21.5,2.0,12
180000000.0,Secondary,Спортивная,7.0,4.0,187.0,96.7,22.1,7.0,11
340000000.0,Secondary,Смоленская,13.0,4.0,180.0,126.0,25.0,5.0,7
120000000.0,Secondary,Петровский Парк,15.0,4.0,135.6,91.0,9.0,23.0,37
130000000.0,Secondary,Пушкинская,6.0,4.0,121.0,63.3,16.7,4.0,7
99000000.0,Secondary,Ломоносовский проспект,1.0,4.0,129.4,10.0,17.3,17.0,18
40500000.0,Secondary,Народное Ополчение,10.0,4.0,106.1,60.7,15.2,48.0,58
79000000.0,Secondary,Ломоносовский проспект,17.0,4.0,145.0,102.0,15.0,36.0,48
50000000.0,Secondary,Новослободская,6.0,4.0,297.0,91.7,19.0,3.0,3
79000000.0,Secondary,Ломоносовский проспект,10.0,4.0,145.8,102.0,15.0,36.0,47
80000000.0,Secondary,Минская,19.0,4.0,186.4,96.4,22.1,11.0,44
132000000.0,Secondary,Беговая,5.0,4.0,133.5,49.5,17.7,10.0,21
185000000.0,Secondary,Спортивная,10.0,4.0,171.0,88.6,20.8,4.0,6
61000000.0,Secondary,Раменки,10.0,4.0,134.5,70.1,17.8,15.0,52
149600000.0,Secondary,Смоленская,8.0,4.0,174.0,90.1,21.0,12.0,13
43000000.0,Secondary,Народное Ополчение,9.0,4.0,118.6,54.6,30.4,9.0,48
155000000.0,Secondary,Спортивная,10.0,4.0,133.1,10.0,17.7,6.0,14
281600000.0,Secondary,Кропоткинская,3.0,4.0,128.0,10.0,17.2,2.0,5
57990000.0,Secondary,Динамо,7.0,4.0,95.6,50.5,14.5,18.0,19
72000000.0,Secondary,Петровский Парк,15.0,4.0,91.0,59.0,11.0,10.0,41
85000000.0,Secondary,Чистые пруды,11.0,4.0,161.0,96.0,15.0,2.0,6
87000000.0,Secondary,Фрунзенская,5.0,4.0,145.2,110.0,20.0,7.0,14
114890000.0,Secondary,Ломоносовский проспект,13.0,4.0,212.0,136.0,19.0,6.0,17
169275000.0,Secondary,Кропоткинская,6.0,4.0,225.7,116.2,25.3,3.0,9
204000000.0,Secondary,Фрунзенская,5.0,4.0,170.0,88.1,20.7,6.0,8
250000000.0,Secondary,Пушкинская,6.0,4.0,185.0,15.0,21.9,5.0,8
53000000.0,Secondary,Красные ворота,2.0,4.0,120.8,63.2,16.6,4.0,6
180000000.0,Secondary,Спортивная,8.0,4.0,186.6,89.0,27.0,7.0,11
179000000.0,Secondary,Таганская,9.0,4.0,140.0,40.0,18.2,4.0,8
52000000.0,Secondary,Раменки,10.0,4.0,107.0,15.0,15.5,14.0,52
83000000.0,Secondary,Минская,5.0,4.0,147.0,111.0,12.0,15.0,24
93000000.0,Secondary,Шаболовская,8.0,4.0,128.9,67.3,17.3,10.0,16
145000000.0,Secondary,Балтийская,13.0,4.0,332.0,170.0,34.1,6.0,6
155000000.0,Secondary,Спортивная,6.0,4.0,179.2,94.2,19.4,2.0,5
180000000.0,Secondary,Парк Культуры,3.0,4.0,187.0,96.7,22.1,7.0,11
56000000.0,Secondary,Мнёвники,28.0,4.0,111.2,50.0,40.0,16.0,56
59900000.0,Secondary,Кутузовская,12.0,4.0,145.0,100.0,20.0,4.0,32
65000000.0,Secondary,Шаболовская,11.0,4.0,105.0,55.2,15.3,6.0,8
70000000.0,Secondary,Тульская,25.0,4.0,184.5,100.0,20.0,8.0,8
78500000.0,Secondary,Петровский Парк,16.0,4.0,132.9,90.0,9.0,7.0,41
81700000.0,Secondary,Крылатское,8.0,4.0,132.0,70.0,15.0,2.0,4
104500000.0,Secondary,Китай-город,12.0,4.0,118.0,10.0,16.4,3.0,7
120000000.0,Secondary,Третьяковская,6.0,4.0,121.0,14.9,16.7,3.0,7
144500000.0,Secondary,Парк Культуры,6.0,4.0,167.0,110.0,25.0,2.0,6
163990000.0,Secondary,Фрунзенская,10.0,4.0,170.0,25.0,20.7,7.0,12
61488700.0,Secondary,Минская,5.0,4.0,116.0,80.0,15.0,4.0,14
70000000.0,Secondary,Тульская,5.0,4.0,185.0,95.7,21.9,8.0,8
74700000.0,Secondary,Динамо,5.0,4.0,165.0,140.0,20.3,8.0,15
70000000.0,Secondary,Тульская,25.0,4.0,184.5,20.0,21.9,8.0,8
62970000.0,Secondary,Динамо,6.0,4.0,85.8,15.0,13.7,11.0,11
82400000.0,Secondary,Шелепиха,16.0,4.0,110.0,57.7,15.7,1.0,19
176400000.0,Secondary,Баррикадная,16.0,4.0,195.2,20.0,22.8,5.0,5
43000000.0,Secondary,Хорошёво,7.0,4.0,122.0,80.0,12.0,15.0,24
72100000.0,Secondary,Шелепиха,16.0,4.0,105.0,55.2,15.3,27.0,46
80000000.0,Secondary,Тверская,10.0,4.0,116.0,70.0,20.0,5.0,5
82000000.0,Secondary,Парк Культуры,7.0,4.0,117.0,61.3,16.3,2.0,4
85000000.0,Secondary,Тургеневская,9.0,4.0,160.0,96.0,16.0,2.0,6
87000000.0,Secondary,Фрунзенская,5.0,4.0,145.2,20.0,18.7,7.0,14
137000000.0,Secondary,Аэропорт,12.0,4.0,138.2,10.0,18.1,26.0,41
150000000.0,Secondary,Беговая,5.0,4.0,155.8,45.2,19.5,12.0,21
240000000.0,Secondary,Кропоткинская,11.0,4.0,233.0,119.9,25.9,5.0,8
239000000.0,Secondary,Маяковская,3.0,4.0,238.0,122.5,26.3,7.0,7
240000000.0,Secondary,Киевская,12.0,4.0,172.0,107.0,9.0,5.0,9
300000000.0,Secondary,Улица 1905 года,7.0,4.0,237.0,175.0,26.2,15.0,15
46500000.0,Secondary,Хорошёво,18.0,4.0,153.0,86.0,20.0,18.0,22
56000000.0,Secondary,Беломорская,22.0,4.0,144.0,74.9,18.6,9.0,11
60000000.0,Secondary,Новаторская,20.0,4.0,160.0,120.0,10.0,31.0,48
61990000.0,Secondary,Славянский бульвар,11.0,4.0,92.0,48.6,14.3,9.0,26
85000000.0,Secondary,Щукинская,18.0,4.0,189.2,97.8,22.3,9.0,32
84800000.0,Secondary,Улица 1905 года,9.0,4.0,170.0,140.0,25.0,6.0,14
85900000.0,Secondary,Серпуховская,9.0,4.0,131.1,106.9,13.5,2.0,17
95000000.0,Secondary,Деловой центр,7.0,4.0,155.0,80.5,19.5,44.0,53
153000000.0,Secondary,Киевская,3.0,4.0,140.0,77.0,8.0,5.0,9
160000000.0,Secondary,Белорусская,8.0,4.0,149.0,77.5,19.0,6.0,27
163000000.0,Secondary,Улица 1905 года,7.0,4.0,158.0,82.0,19.7,12.0,21
165000000.0,Secondary,Смоленская,8.0,4.0,184.0,112.0,15.0,5.0,7
243250000.0,Secondary,Улица 1905 года,7.0,4.0,136.0,102.0,20.0,19.0,21
43400000.0,Secondary,Шелепиха,3.0,4.0,146.5,81.0,22.0,26.0,28
52500000.0,Secondary,Фили,15.0,4.0,100.0,30.0,14.9,23.0,25
85000000.0,Secondary,Ломоносовский проспект,16.0,4.0,186.0,102.0,10.0,35.0,42
109900000.0,Secondary,ЗИЛ,15.0,4.0,130.0,67.9,17.4,15.0,15
202625000.0,Secondary,Спортивная,8.0,4.0,162.1,15.0,20.1,8.0,9
400000000.0,Secondary,Спортивная,8.0,4.0,201.6,83.0,47.2,1.0,7
80000000.0,Secondary,Ломоносовский проспект,12.0,4.0,144.2,100.0,18.0,8.0,50
450000000.0,Secondary,Арбатская,7.0,4.0,207.0,106.8,23.8,6.0,8
78500000.0,Secondary,Славянский бульвар,11.0,4.0,160.0,107.0,17.0,9.0,23
110000000.0,Secondary,Международная,4.0,4.0,185.2,145.5,22.0,35.0,73
119000000.0,Secondary,Менделеевская,6.0,4.0,200.5,140.0,20.0,8.0,8
59500000.0,Secondary,Раменки,10.0,4.0,108.0,56.7,15.6,21.0,50
120000000.0,Secondary,Аэропорт,12.0,4.0,136.5,94.7,7.3,23.0,41
159500000.0,Secondary,Кутузовская,8.0,4.0,181.4,15.0,21.6,22.0,53
32700000.0,Secondary,Автозаводская,2.0,4.0,97.0,9.2,14.7,7.0,7
47000000.0,Secondary,Ростокино,11.0,4.0,134.3,63.0,28.0,35.0,38
