Price,Apartment type,Metro station,Minutes to metro,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors
39000000.0,Secondary,Селигерская,16.0,3.0,114.7,52.0,33.0,25.0,44
23000000.0,Secondary,Новогиреево,18.0,3.0,82.6,46.0,11.0,3.0,14
12500000.0,Secondary,Щелковская,18.0,3.0,58.1,44.5,5.8,2.0,9
25000000.0,Secondary,Раменки,7.0,3.0,75.0,47.0,12.0,16.0,17
29000000.0,Secondary,Павелецкая,19.0,3.0,65.0,13.0,22.0,6.0,47
21500000.0,Secondary,Нагорная,14.0,3.0,71.7,52.4,8.1,4.0,5
34000000.0,Secondary,Белорусская,12.0,3.0,70.0,50.0,12.0,3.0,8
19600000.0,Secondary,Марьино,11.0,3.0,75.1,44.0,10.0,6.0,17
24560000.0,Secondary,Аминьевская,28.0,3.0,81.0,46.6,16.0,16.0,22
39500000.0,Secondary,Юго-Западная,14.0,3.0,105.4,62.5,13.0,3.0,21
15800000.0,Secondary,Некрасовка,25.0,3.0,77.9,43.7,9.3,8.0,16
17200000.0,Secondary,Некрасовка,6.0,3.0,74.4,44.8,12.9,15.0,17
35999000.0,Secondary,Народное Ополчение,12.0,3.0,82.5,49.0,14.0,36.0,5
16900000.0,Secondary,Тушинская,22.0,3.0,65.4,38.0,17.0,6.0,25
30500000.0,Secondary,Полянка,2.0,3.0,63.3,44.0,9.5,15.0,14
72000000.0,Secondary,Тверская,10.0,3.0,90.0,47.6,14.1,4.0,6
135000000.0,Secondary,Киевская,13.0,3.0,122.0,63.8,10.0,2.0,9
24900000.0,Secondary,Покровское,27.0,3.0,86.0,47.0,12.0,8.0,15
65000000.0,Secondary,Савёловская,11.0,3.0,104.0,54.7,15.2,7.0,20
21599999.0,Secondary,Алексеевская,11.0,3.0,63.0,34.0,8.0,12.0,27
16477000.0,Secondary,Саларьево,26.0,3.0,76.0,50.0,12.0,18.0,22
38700000.0,Secondary,Фили,6.0,3.0,96.0,52.0,15.0,4.0,42
15200000.0,Secondary,Планерная,3.0,3.0,56.8,38.2,7.7,8.0,9
22350000.0,Secondary,Коньково,7.0,3.0,74.8,45.5,10.2,4.0,17
20500000.0,Secondary,Митино,8.0,3.0,77.3,44.7,10.0,21.0,22
15950000.0,Secondary,Отрадное,10.0,3.0,60.0,43.0,6.0,2.0,9
35000000.0,Secondary,Шелепиха,13.0,3.0,81.0,43.1,22.5,28.0,53
32600000.0,Secondary,Фили,18.0,3.0,130.1,74.3,13.3,12.0,28
64000000.0,Secondary,Арбатская,7.0,3.0,102.0,52.7,15.1,2.0,9
87000000.0,Secondary,Славянский бульвар,23.0,3.0,101.3,53.3,15.0,4.0,22
16900000.0,Secondary,Лермонтовский проспект,15.0,3.0,75.0,75.0,12.8,5.0,17
17990000.0,Secondary,Бабушкинская,28.0,3.0,60.3,30.0,11.6,2.0,15
23200000.0,Secondary,Бабушкинская,23.0,3.0,89.0,58.5,10.3,12.0,19
25500000.0,Secondary,Рязанский проспект,10.0,3.0,64.0,45.0,7.0,7.0,9
23800000.0,Secondary,Октябрьское поле,16.0,3.0,65.0,51.0,9.0,16.0,16
20500000.0,Secondary,Битцевский Парк,15.0,3.0,78.0,36.0,18.0,10.0,16
18390000.0,Secondary,Профсоюзная,4.0,3.0,54.4,36.4,5.2,4.0,5
34000000.0,Secondary,Коломенская,12.0,3.0,81.5,49.3,12.0,4.0,21
18500000.0,Secondary,Новокосино,13.0,3.0,73.3,44.3,10.0,14.0,17
18989000.0,Secondary,Медведково,9.0,3.0,72.1,44.9,9.4,1.0,14
23000000.0,Secondary,Верхние Лихоборы,7.0,3.0,72.4,45.0,10.0,2.0,17
28500000.0,Secondary,Мичуринский проспект,18.0,3.0,82.0,45.0,15.0,8.0,25
15000000.0,Secondary,Юго-Восточная,13.0,3.0,73.6,44.3,10.3,13.0,14
20599999.0,Secondary,Шаболовская,6.0,3.0,55.0,37.1,5.3,5.0,5
17600000.0,Secondary,Беляево,22.0,3.0,65.1,46.7,8.0,14.0,16
68990000.0,Secondary,Молодежная,7.0,3.0,92.0,58.0,20.0,19.0,28
35400000.0,Secondary,Зюзино,8.0,3.0,118.4,62.0,16.0,5.0,24
22000000.0,Secondary,Сетунь,27.0,3.0,81.1,43.1,13.3,5.0,14
39000000.0,Secondary,Чертановская,13.0,3.0,120.0,69.0,14.0,24.0,26
14700000.0,Secondary,Коломенская,9.0,3.0,50.0,34.5,6.0,1.0,9
22990000.0,Secondary,Профсоюзная,4.0,3.0,74.1,46.0,11.2,6.0,17
30500000.0,Secondary,Шелепиха,19.0,3.0,67.1,29.0,16.4,11.0,41
42970000.0,Secondary,Ботанический сад,7.0,3.0,85.1,45.8,10.9,5.0,24
15600000.0,Secondary,Трикотажная,21.0,3.0,63.0,36.0,7.0,4.0,9
18500000.0,Secondary,Кузьминки,12.0,3.0,74.6,45.2,15.0,13.0,17
17000000.0,Secondary,Коптево,18.0,3.0,61.9,38.8,8.7,6.0,12
23000000.0,Secondary,Щелковская,15.0,3.0,72.2,46.7,8.8,5.0,14
175000000.0,Secondary,Кропоткинская,9.0,3.0,153.0,79.5,19.3,4.0,1
106000000.0,Secondary,Маяковская,3.0,3.0,150.0,78.0,10.0,5.0,7
57000000.0,Secondary,Динамо,8.0,3.0,95.0,50.2,14.5,8.0,12
21000000.0,Secondary,Шипиловская,5.0,3.0,73.8,43.9,10.1,13.0,17
13950000.0,Secondary,Депо,15.0,3.0,59.0,46.0,6.0,4.0,9
36700000.0,Secondary,Тверская,5.0,3.0,57.0,36.3,5.6,1.0,6
71000000.0,Secondary,Белорусская,10.0,3.0,100.0,67.0,15.0,2.0,7
17500000.0,Secondary,Шоссе энтузиастов,18.0,3.0,64.8,44.1,10.0,8.0,12
59000000.0,Secondary,Автозаводская,20.0,3.0,200.0,35.0,15.0,15.0,29
65000000.0,Secondary,Краснопресненская,12.0,3.0,96.3,63.6,11.3,9.0,11
34990000.0,Secondary,Комсомольская,7.0,3.0,92.0,67.1,9.5,4.0,6
77900000.0,Secondary,Выставочная,10.0,3.0,86.0,51.0,15.0,4.0,20
13500000.0,Secondary,Сетунь,15.0,3.0,63.3,45.2,6.5,7.0,12
14000000.0,Secondary,Некрасовка,13.0,3.0,71.0,45.0,10.0,7.0,17
35000000.0,Secondary,Терехово,13.0,3.0,63.0,32.0,14.0,4.0,21
16500000.0,Secondary,Юго-Западная,16.0,3.0,64.0,44.0,10.0,11.0,12
12999000.0,Secondary,Медведково,33.0,3.0,57.9,35.5,6.0,4.0,9
19999000.0,Secondary,Тропарево,9.0,3.0,73.2,44.0,10.0,13.0,16
24500000.0,Secondary,Нагорная,2.0,3.0,67.6,43.5,4.9,18.0,27
59000000.0,Secondary,Мичуринский проспект,12.0,3.0,76.0,40.6,12.9,15.0,50
17900000.0,Secondary,Беговая,7.0,3.0,69.2,43.3,7.2,2.0,5
39000000.0,Secondary,Таганская,6.0,3.0,78.7,45.6,9.2,7.0,13
24000000.0,Secondary,Прокшино,22.0,3.0,102.9,56.0,20.0,8.0,15
23000000.0,Secondary,Сокол,13.0,3.0,69.9,48.4,10.0,1.0,10
28500000.0,Secondary,Коломенская,17.0,3.0,84.9,42.1,27.6,6.0,33
19500000.0,Secondary,Петровский парк,13.0,3.0,60.0,47.0,7.0,3.0,9
21000000.0,Secondary,Рассказовка,24.0,3.0,83.6,51.5,10.7,15.0,17
21000000.0,Secondary,Бабушкинская,23.0,3.0,78.6,43.3,12.8,10.0,17
180000000.0,Secondary,Арбатская,6.0,3.0,129.4,64.5,12.0,4.0,4
24800000.0,Secondary,Марьино,3.0,3.0,65.7,43.3,8.3,18.0,24
13500000.0,Secondary,Новогиреево,18.0,3.0,59.1,41.5,7.0,4.0,5
30000000.0,Secondary,Зорге,15.0,3.0,92.0,50.0,15.0,16.0,21
22500000.0,Secondary,Славянский бульвар,7.0,3.0,61.4,39.0,8.2,6.0,12
30000000.0,Secondary,Аннино,11.0,3.0,86.6,45.6,8.0,11.0,12
20800000.0,Secondary,Щукинская,8.0,3.0,67.5,39.7,8.0,2.0,12
29100000.0,Secondary,Калужская,17.0,3.0,75.1,49.5,8.0,3.0,47
38000000.0,Secondary,ЗИЛ,13.0,3.0,77.0,45.0,22.5,12.0,20
105000000.0,Secondary,Парк Победы,10.0,3.0,84.5,45.0,16.1,15.0,32
13650000.0,Secondary,Выхино,11.0,3.0,60.0,42.0,6.5,10.0,12
31999999.0,Secondary,Новаторская,7.0,3.0,75.7,42.4,10.0,5.0,22
42500000.0,Secondary,Минская,58.0,3.0,70.0,44.0,10.0,5.0,14
14590000.0,Secondary,Калужская,18.0,3.0,63.0,43.9,6.9,7.0,12
19000000.0,Secondary,Домодедовская,19.0,3.0,79.0,56.0,23.0,22.0,24
17800000.0,Secondary,Яхромская,29.0,3.0,76.3,44.8,10.3,14.0,16
16550000.0,Secondary,Отрадное,12.0,3.0,65.9,39.8,8.0,4.0,12
23000000.0,Secondary,Рижская,3.0,3.0,66.6,47.5,7.3,8.0,9
28000000.0,Secondary,Шелепиха,13.0,3.0,79.1,42.1,20.0,10.0,53
31000000.0,Secondary,Мнёвники,12.0,3.0,63.0,40.0,11.9,18.0,25
31000000.0,Secondary,Мнёвники,12.0,3.0,68.0,44.0,15.0,20.0,25
29700000.0,Secondary,Перово,21.0,3.0,91.8,60.8,10.6,3.0,12
21500000.0,Secondary,Стрешнево,8.0,3.0,90.9,41.2,27.9,6.0,28
15000000.0,Secondary,Рязанский проспект,9.0,3.0,60.8,39.3,8.3,4.0,9
14500000.0,Secondary,Беляево,18.0,3.0,59.7,38.1,8.1,5.0,9
34900000.0,Secondary,Улица 1905 года,7.0,3.0,74.5,45.9,8.0,9.0,12
11500000.0,Secondary,Депо,9.0,3.0,49.0,37.0,6.0,3.0,9
18700000.0,Secondary,Бунинская Аллея,12.0,3.0,87.2,51.8,10.4,2.0,22
22000000.0,Secondary,Речной вокзал,10.0,3.0,64.2,34.6,12.0,10.0,14
16600000.0,Secondary,Свиблово,11.0,3.0,63.9,45.8,7.8,13.0,16
13900000.0,Secondary,Коммунарка,33.0,3.0,67.0,33.0,20.0,4.0,12
85000000.0,Secondary,Новослободская,4.0,3.0,122.1,63.9,16.7,4.0,17
26500000.0,Secondary,Свиблово,6.0,3.0,73.8,45.0,10.5,8.0,17
11000000.0,Secondary,Щербинка,5.0,3.0,66.8,42.0,8.2,4.0,12
22500000.0,Secondary,Прокшино,23.0,3.0,91.2,48.2,15.0,2.0,17
41000000.0,Secondary,Зорге,14.0,3.0,103.7,67.5,10.1,4.0,7
18990000.0,Secondary,Преображенская площадь,23.0,3.0,77.0,52.0,9.0,3.0,5
17300000.0,Secondary,Ростокино,9.0,3.0,64.9,44.7,9.2,8.0,14
11200000.0,Secondary,Щелковская,13.0,3.0,53.8,37.7,5.8,4.0,9
72000000.0,Secondary,Университет,5.0,3.0,95.3,63.0,11.3,8.0,19
18000000.0,Secondary,Борисово,11.0,3.0,84.0,44.0,10.3,17.0,22
85000000.0,Secondary,Минская,34.0,3.0,117.4,61.5,16.4,11.0,17
125000000.0,Secondary,Красные ворота,10.0,3.0,150.0,93.0,19.0,7.0,9
41000000.0,Secondary,Славянский бульвар,24.0,3.0,71.0,48.0,19.0,11.0,26
21000000.0,Secondary,Трикотажная,21.0,3.0,96.6,51.0,12.0,11.0,16
18500000.0,Secondary,Алексеевская,14.0,3.0,72.7,50.6,7.9,4.0,5
24990000.0,Secondary,Локомотив,15.0,3.0,81.0,44.0,18.0,16.0,37
72200000.0,Secondary,Краснопресненская,6.0,3.0,121.7,63.7,16.7,7.0,12
24000000.0,Secondary,Давыдково,13.0,3.0,70.0,40.8,10.4,4.0,5
20500000.0,Secondary,Бабушкинская,23.0,3.0,75.0,45.6,12.1,2.0,19
18200000.0,Secondary,Бунинская Аллея,22.0,3.0,89.0,48.0,11.0,17.0,17
22800000.0,Secondary,Ростокино,28.0,3.0,76.0,56.4,12.0,13.0,22
35000000.0,Secondary,Лианозово,13.0,3.0,99.0,57.0,20.0,10.0,32
19000000.0,Secondary,Волжская,11.0,3.0,76.8,44.7,9.9,2.0,22
12000000.0,Secondary,Кантемировская,20.0,3.0,55.4,42.8,5.0,1.0,5
120000000.0,Secondary,Смоленская,6.0,3.0,100.0,40.0,35.0,6.0,7
42000000.0,Secondary,Багратионовская,12.0,3.0,72.0,38.5,12.0,20.0,28
68000000.0,Secondary,Сухаревская,4.0,3.0,116.8,61.2,17.5,4.0,8
31500000.0,Secondary,Тропарево,23.0,3.0,96.0,45.0,24.0,16.0,16
35000000.0,Secondary,Киевская,9.0,3.0,64.2,45.9,7.5,3.0,12
21800000.0,Secondary,Улица Академика Янгеля,9.0,3.0,74.5,45.2,10.2,14.0,17
24000000.0,Secondary,Покровское,25.0,3.0,85.0,50.0,10.0,15.0,17
82000000.0,Secondary,Серпуховская,10.0,3.0,101.2,53.3,15.0,10.0,14
14000000.0,Secondary,Медведково,3.0,3.0,49.0,34.4,10.7,6.0,9
18990000.0,Secondary,Тульская,25.0,3.0,82.0,51.6,9.0,1.0,5
23500000.0,Secondary,Речной вокзал,10.0,3.0,63.0,39.7,7.8,8.0,18
215000000.0,Secondary,Фрунзенская,15.0,3.0,154.1,21.2,31.1,7.0,11
32200000.0,Secondary,Сходненская,19.0,3.0,130.0,70.0,14.0,3.0,22
100000000.0,Secondary,Минская,12.0,3.0,120.0,65.0,13.0,2.0,39
35500000.0,Secondary,Аминьевская,10.0,3.0,95.8,54.0,13.5,3.0,25
65000000.0,Secondary,Панфиловская,15.0,3.0,130.0,72.0,18.0,16.0,30
25000000.0,Secondary,Тропарево,15.0,3.0,79.4,48.0,11.0,7.0,25
15000000.0,Secondary,Алтуфьево,27.0,3.0,58.7,45.0,6.0,5.0,9
13100000.0,Secondary,Выхино,16.0,3.0,58.8,31.9,11.5,8.0,9
25000000.0,Secondary,Медведково,3.0,3.0,58.4,44.1,6.0,6.0,9
16000000.0,Secondary,Молодежная,15.0,3.0,58.0,42.0,6.0,4.0,5
39500000.0,Secondary,Фили,26.0,3.0,91.7,51.9,13.9,23.0,28
188000000.0,Secondary,Минская,29.0,3.0,160.0,83.0,19.9,47.0,53
21000000.0,Secondary,Водный стадион,20.0,3.0,80.8,52.2,10.6,3.0,17
29500000.0,Secondary,Крылатское,9.0,3.0,83.0,44.1,36.0,3.0,15
11850000.0,Secondary,Выхино,12.0,3.0,52.0,37.0,6.0,7.0,9
20500000.0,Secondary,Рассказовка,27.0,3.0,81.6,50.9,14.7,19.0,24
16000000.0,Secondary,Преображенская площадь,12.0,3.0,57.9,41.3,6.0,8.0,9
33500000.0,Secondary,Выставочная,14.0,3.0,77.2,59.5,10.5,11.0,22
34900000.0,Secondary,Фили,17.0,3.0,72.0,40.0,15.0,17.0,21
77000000.0,Secondary,Охотный ряд,2.0,3.0,88.0,50.2,28.1,7.0,8
22990000.0,Secondary,Царицыно,30.0,3.0,98.2,56.0,9.3,8.0,11
147000000.0,Secondary,Улица 1905 года,15.0,3.0,149.0,91.0,8.0,4.0,15
15399000.0,Secondary,Некрасовка,25.0,3.0,75.0,40.1,10.0,9.0,16
115000000.0,Secondary,Новокузнецкая,4.0,3.0,143.0,75.0,15.0,4.0,12
16990000.0,Secondary,Рабочий Посёлок,7.0,3.0,71.0,48.0,7.5,5.0,5
22500000.0,Secondary,Щелковская,14.0,3.0,80.0,51.8,13.3,4.0,17
15200000.0,Secondary,Бибирево,9.0,3.0,63.4,45.2,6.6,6.0,12
116000000.0,Secondary,Маяковская,3.0,3.0,148.0,95.0,27.0,5.0,7
100000000.0,Secondary,Щукинская,13.0,3.0,170.0,120.0,15.0,16.0,49
50000000.0,Secondary,Профсоюзная,13.0,3.0,153.0,62.0,22.8,4.0,20
12500000.0,Secondary,Люблино,10.0,3.0,57.0,35.0,6.0,1.0,9
35000000.0,Secondary,Фили,18.0,3.0,135.4,78.4,13.2,19.0,28
19500000.0,Secondary,Прокшино,20.0,3.0,75.6,40.4,12.9,9.0,15
234660000.0,Secondary,Тверская,10.0,3.0,150.8,78.4,19.1,4.0,5
29000000.0,Secondary,Серпуховская,19.0,3.0,58.5,23.2,25.6,25.0,42
20800000.0,Secondary,Академическая,18.0,3.0,45.0,33.0,5.8,4.0,5
13500000.0,Secondary,Отрадное,16.0,3.0,51.5,33.0,6.0,7.0,9
39500000.0,Secondary,Аминьевская,5.0,3.0,70.0,35.0,21.0,14.0,42
22700000.0,Secondary,Беговая,6.0,3.0,74.6,49.0,9.0,7.0,17
23000000.0,Secondary,Сокол,12.0,3.0,70.0,46.0,9.0,7.0,8
41700000.0,Secondary,Марьина Роща,5.0,3.0,85.6,43.0,21.3,12.0,26
37900000.0,Secondary,Народное Ополчение,12.0,3.0,92.5,40.8,16.9,20.0,5
31700000.0,Secondary,Аминьевская,13.0,3.0,73.0,44.2,7.6,8.0,26
27999000.0,Secondary,Технопарк,10.0,3.0,70.0,34.8,14.0,13.0,20
35000000.0,Secondary,Аминьевская,5.0,3.0,71.4,38.2,12.0,29.0,42
38000000.0,Secondary,Киевская,11.0,3.0,78.2,59.8,7.4,2.0,10
17990000.0,Secondary,Лефортово,13.0,3.0,65.0,45.0,10.0,14.0,14
38999999.0,Secondary,Автозаводская,20.0,3.0,102.8,54.1,16.7,2.0,29
40490000.0,Secondary,Тушинская,18.0,3.0,108.0,52.5,18.0,13.0,22
23127000.0,Secondary,Профсоюзная,2.0,3.0,69.7,47.6,10.2,13.0,23
19825000.0,Secondary,Щукинская,9.0,3.0,70.7,44.4,10.2,18.0,19
21500000.0,Secondary,Кантемировская,8.0,3.0,74.0,48.0,11.0,12.0,15
52000000.0,Secondary,Мичуринский проспект,12.0,3.0,82.0,45.0,25.0,19.0,50
26500000.0,Secondary,Селигерская,13.0,3.0,70.5,46.8,5.5,10.0,45
12950000.0,Secondary,Кантемировская,6.0,3.0,55.3,41.5,6.0,6.0,9
14990000.0,Secondary,Улица Горчакова,5.0,3.0,71.3,42.0,8.0,5.0,9
49000000.0,Secondary,Измайловская,11.0,3.0,98.2,58.0,15.0,17.0,35
50000000.0,Secondary,Динамо,10.0,3.0,86.0,46.0,17.0,8.0,12
47000000.0,Secondary,Щукинская,12.0,3.0,122.0,89.0,20.0,26.0,30
16500000.0,Secondary,Савеловская,13.0,3.0,55.2,42.4,6.0,2.0,5
45000000.0,Secondary,Народное Ополчение,24.0,3.0,111.4,67.6,11.5,41.0,47
22000000.0,Secondary,Бунинская Аллея,14.0,3.0,78.5,48.6,10.5,7.0,13
48000000.0,Secondary,Молодежная,7.0,3.0,96.0,70.0,14.6,2.0,28
35500000.0,Secondary,Сокол,6.0,3.0,80.4,51.7,8.8,4.0,9
40000000.0,Secondary,Фили,26.0,3.0,91.7,48.5,14.2,23.0,28
20900000.0,Secondary,Новоясеневская,13.0,3.0,75.0,46.2,10.2,8.0,16
19950000.0,Secondary,Марьина Роща,12.0,3.0,58.2,40.9,5.6,1.0,5
13500000.0,Secondary,Орехово,11.0,3.0,60.0,42.5,6.0,9.0,9
74990000.0,Secondary,Арбатская,9.0,3.0,92.4,47.8,24.5,5.0,5
18500000.0,Secondary,Сходненская,25.0,3.0,64.5,34.7,7.5,12.0,12
16400000.0,Secondary,Депо,18.0,3.0,74.2,45.3,10.0,6.0,17
73500000.0,Secondary,Динамо,8.0,3.0,106.0,55.0,35.0,6.0,12
115000000.0,Secondary,Павелецкая,15.0,3.0,95.7,61.0,14.0,3.0,7
16000000.0,Secondary,Зюзино,7.0,3.0,55.2,37.1,5.0,3.0,5
17500000.0,Secondary,Домодедовская,21.0,3.0,75.0,45.8,10.2,2.0,17
29000000.0,Secondary,Селигерская,16.0,3.0,81.0,39.0,23.0,8.0,44
42000000.0,Secondary,Шелепиха,13.0,3.0,57.5,21.7,20.8,2.0,53
41980000.0,Secondary,Хорошево,23.0,3.0,81.0,34.8,12.9,23.0,25
24990000.0,Secondary,Преображенская площадь,8.0,3.0,77.6,52.0,9.6,8.0,10
78700000.0,Secondary,Ломоносовский проспект,18.0,3.0,144.0,72.5,23.0,24.0,38
18700000.0,Secondary,Говорово,18.0,3.0,72.0,47.0,10.0,9.0,25
27000000.0,Secondary,Таганская,11.0,3.0,76.0,40.6,12.9,7.0,10
53000000.0,Secondary,Пушкинская,7.0,3.0,93.8,70.0,20.0,4.0,14
18500000.0,Secondary,Бульвар Рокоссовского,13.0,3.0,78.0,56.0,9.0,1.0,5
17200000.0,Secondary,Некрасовка,6.0,3.0,88.1,52.8,10.0,7.0,17
22300000.0,Secondary,Хорошёвская,12.0,3.0,75.0,44.0,10.0,2.0,17
49000000.0,Secondary,Ростокино,12.0,3.0,98.0,61.0,12.0,5.0,38
25500000.0,Secondary,Тропарево,23.0,3.0,94.0,60.0,17.0,1.0,14
62500000.0,Secondary,Ломоносовский проспект,18.0,3.0,143.6,73.0,30.0,6.0,38
17500000.0,Secondary,Строгино,14.0,3.0,58.4,32.0,6.0,7.0,9
39000000.0,Secondary,Технопарк,15.0,3.0,84.5,45.0,20.0,10.0,14
23000000.0,Secondary,Свиблово,10.0,3.0,85.0,45.1,13.7,1.0,3
190000000.0,Secondary,Ломоносовский проспект,24.0,3.0,110.9,55.0,14.1,4.0,12
22800000.0,Secondary,Крылатское,15.0,3.0,74.1,44.3,8.0,15.0,17
13500000.0,Secondary,Пражская,20.0,3.0,57.2,28.0,6.5,2.0,9
23450000.0,Secondary,Речной вокзал,19.0,3.0,75.6,40.4,25.0,17.0,28
17950000.0,Secondary,Трикотажная,16.0,3.0,76.1,43.6,10.0,4.0,22
95900000.0,Secondary,Минская,29.0,3.0,107.0,56.2,15.5,44.0,53
39600000.0,Secondary,Фили,6.0,3.0,105.0,70.0,30.0,4.0,42
32000000.0,Secondary,Хорошево,21.0,3.0,76.2,58.8,11.1,21.0,39
86000000.0,Secondary,Фрунзенская,6.0,3.0,97.0,51.2,14.7,5.0,14
14350000.0,Secondary,Бибирево,7.0,3.0,63.4,45.2,6.6,6.0,12
13500000.0,Secondary,Щелковская,27.0,3.0,60.1,38.3,8.2,8.0,9
24499000.0,Secondary,Технопарк,15.0,3.0,55.7,24.1,19.9,4.0,14
18700000.0,Secondary,Бибирево,24.0,3.0,72.0,43.4,10.4,8.0,17
60000000.0,Secondary,Новаторская,18.0,3.0,161.0,71.0,12.0,38.0,48
32000000.0,Secondary,Курская,8.0,3.0,83.4,51.0,10.0,2.0,4
13000000.0,Secondary,Депо,8.0,3.0,58.0,43.1,6.0,1.0,9
39000000.0,Secondary,Академическая,14.0,3.0,123.7,72.5,12.3,14.0,39
24500000.0,Secondary,Бауманская,6.0,3.0,68.5,38.8,9.1,4.0,6
13200000.0,Secondary,Щелковская,24.0,3.0,53.0,35.0,6.0,7.0,9
26500000.0,Secondary,ЗИЛ,16.0,3.0,69.8,35.0,10.0,2.0,7
20000000.0,Secondary,Перово,13.0,3.0,65.0,44.0,9.0,1.0,12
16500000.0,Secondary,Измайлово,12.0,3.0,64.3,43.6,9.5,3.0,12
22300000.0,Secondary,Яхромская,12.0,3.0,71.3,48.0,10.2,13.0,22
39500000.0,Secondary,Хорошево,12.0,3.0,84.0,60.0,10.0,15.0,21
18500000.0,Secondary,Народное Ополчение,25.0,3.0,69.5,43.4,10.9,3.0,12
18000000.0,Secondary,Новокосино,10.0,3.0,79.0,48.0,8.0,9.0,14
20500000.0,Secondary,Варшавская,4.0,3.0,80.0,53.8,8.5,2.0,8
53000000.0,Secondary,Тверская,7.0,3.0,56.6,37.1,10.0,3.0,6
17500000.0,Secondary,Коломенская,9.0,3.0,60.1,32.5,9.0,7.0,9
61000000.0,Secondary,Беломорская,23.0,3.0,124.7,67.5,32.7,18.0,21
89730000.0,Secondary,Деловой центр,6.0,3.0,123.7,86.3,10.0,39.0,77
50900000.0,Secondary,Юго-Западная,14.0,3.0,117.7,66.8,18.2,10.0,24
17000000.0,Secondary,Первомайская,16.0,3.0,70.0,37.5,10.0,5.0,5
21500000.0,Secondary,Жулебино,5.0,3.0,73.5,45.0,10.1,14.0,14
16000000.0,Secondary,Беломорская,20.0,3.0,51.0,27.9,10.9,4.0,9
23000000.0,Secondary,Щукинская,4.0,3.0,61.1,39.0,7.7,5.0,12
31000000.0,Secondary,Аэропорт,6.0,3.0,100.4,59.5,8.3,4.0,6
24000000.0,Secondary,Юго-Западная,18.0,3.0,72.9,44.3,10.2,10.0,16
14200000.0,Secondary,Люблино,8.0,3.0,67.2,44.6,11.1,12.0,12
110000000.0,Secondary,Фрунзенская,9.0,3.0,156.8,71.2,19.9,4.0,9
21000000.0,Secondary,Бибирево,15.0,3.0,75.8,44.8,12.8,2.0,17
74000000.0,Secondary,Цветной бульвар,9.0,3.0,108.0,77.0,12.2,4.0,13
29664200.0,Secondary,Сходненская,17.0,3.0,71.5,47.0,15.0,3.0,5
30464000.0,Secondary,Сходненская,17.0,3.0,71.7,50.0,13.0,4.0,5
16500000.0,Secondary,Печатники,4.0,3.0,58.2,38.5,6.0,3.0,9
30139200.0,Secondary,Сходненская,17.0,3.0,71.8,50.0,13.0,2.0,5
37958600.0,Secondary,Сходненская,17.0,3.0,71.6,50.0,13.0,5.0,5
38700000.0,Secondary,Профсоюзная,13.0,3.0,117.3,57.3,25.6,5.0,20
150000000.0,Secondary,Аэропорт,9.0,4.0,180.6,103.7,18.8,33.0,57
127000000.0,Secondary,Ростокино,12.0,6.0,260.0,180.0,50.0,25.0,38
44200000.0,Secondary,Гражданская,15.0,4.0,140.0,72.9,30.0,16.0,30
52950000.0,Secondary,Автозаводская,20.0,4.0,101.0,59.3,6.0,15.0,29
45000000.0,Secondary,Ботанический сад,21.0,5.0,150.0,94.5,6.5,1.0,19
54990000.0,Secondary,Крылатское,10.0,4.0,162.0,75.0,15.0,19.0,35
22200000.0,Secondary,Стрешнево,8.0,4.0,92.0,48.6,14.3,27.0,28
150000000.0,Secondary,Полянка,10.0,5.0,179.2,117.5,20.0,4.0,7
19950000.0,Secondary,Преображенская площадь,15.0,4.0,77.7,59.4,8.6,3.0,6
200000000.0,Secondary,Университет,5.0,4.0,183.0,116.0,18.0,2.0,19
18800000.0,Secondary,Кантемировская,13.0,4.0,89.8,56.1,8.2,3.0,14
89990000.0,Secondary,Минская,19.0,4.0,205.0,105.0,25.0,14.0,21
26990000.0,Secondary,Филевский парк,11.0,4.0,97.3,68.9,8.5,1.0,4
43000000.0,Secondary,Шелепиха,7.0,4.0,117.0,48.0,23.0,10.0,11
262000000.0,Secondary,Третьяковская,5.0,4.0,181.4,129.0,20.0,3.0,3
83500000.0,Secondary,Новокузнецкая,11.0,4.0,136.9,87.6,14.0,2.0,7
792000000.0,Secondary,Смоленская,6.0,6.0,415.0,300.0,33.0,12.0,3
295544000.0,Secondary,Ломоносовский проспект,22.0,5.0,191.0,98.7,20.0,8.0,12
179980000.0,Secondary,Новослободская,8.0,6.0,199.0,124.0,17.0,4.0,13
155000000.0,Secondary,Курская,9.0,4.0,185.0,95.7,25.0,2.0,10
154990000.0,Secondary,Чистые пруды,6.0,5.0,200.0,121.0,15.0,3.0,6
154000000.0,Secondary,Полянка,7.0,5.0,229.0,172.0,15.0,8.0,9
129990000.0,Secondary,Китай-город,5.0,6.0,240.0,123.5,30.0,4.0,6
85000000.0,Secondary,Раменки,15.0,4.0,130.0,67.9,20.0,13.0,21
61999999.0,Secondary,Павелецкая,16.0,5.0,138.0,71.9,15.0,33.0,18
52000000.0,Secondary,Шелепиха,17.0,4.0,100.0,52.7,18.0,18.0,24
440000000.0,Secondary,Аэропорт,9.0,6.0,233.0,122.0,26.0,15.0,57
34500000.0,Secondary,Домодедовская,26.0,6.0,145.0,93.1,10.2,10.0,22
75000000.0,Secondary,Шелепиха,17.0,4.0,140.4,90.0,17.2,17.0,24
